"unique_key","created_date","closed_date","agency","agency_name","complaint_type","descriptor","location_type","incident_zip","incident_address","street_name","cross_street_1","cross_street_2","intersection_street_1","intersection_street_2","address_type","city","landmark","facility_type","status","due_date","resolution_description","resolution_action_updated_date","community_board","bbl","borough","x_coordinate_state_plane","y_coordinate_state_plane","open_data_channel_type","park_facility_name","park_borough","vehicle_type","taxi_company_borough","taxi_pick_up_location","bridge_highway_name","bridge_highway_direction","road_ramp","bridge_highway_segment","latitude","longitude","location"
"58955960","2023-09-29T10:29:00.000","2023-09-29T14:10:00.000","DEP","Department of Environmental Protection","Sewer","Sewer Backup (Use Comments) (SA)",,"10028","310 EAST   83 STREET","EAST   83 STREET","2 AVE","1 AVE",,,"ADDRESS","NEW YORK",,,"Closed",,"The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.","2023-09-29T14:10:00.000","08 MANHATTAN","1015450045","MANHATTAN","997365","221887","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.77569513497476","-73.95264761496037","
,  
(40.77569513497476, -73.95264761496037)"
"58957565","2023-09-29T10:29:00.000","2023-09-30T11:05:00.000","DEP","Department of Environmental Protection","Sewer","Sewer Backup (Use Comments) (SA)",,"11215","248 3 STREET","3 STREET","3 AVE","4 AVE",,,"ADDRESS","BROOKLYN",,,"Closed",,"The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.","2023-09-30T11:05:00.000","06 BROOKLYN","3009800008","BROOKLYN","987779","185095","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.67471906773932","-73.98727765521414","
,  
(40.67471906773932, -73.98727765521414)"
"58957564","2023-09-29T10:29:00.000","2023-09-29T11:25:00.000","DEP","Department of Environmental Protection","Sewer","Sewer Backup (Use Comments) (SA)",,"10465","3164 BAISLEY AVENUE","BAISLEY AVENUE","ELLSWORTH AVE","THROGMORTON AVE",,,"ADDRESS","BRONX",,,"Closed",,"The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.","2023-09-29T11:25:00.000","10 BRONX","2053230033","BRONX","1033311","244333","PHONE","Unspecified","BRONX",,,,,,,,"40.83717666104283","-73.82269891569271","
,  
(40.83717666104283, -73.82269891569271)"
"58966902","2023-09-29T10:29:00.000","2023-09-30T20:05:00.000","DEP","Department of Environmental Protection","Sewer","Street Flooding (SJ)",,"11231",,,,,"COMMERCE STREET","IMLAY STREET","INTERSECTION","BROOKLYN",,,"Closed",,"NYC DEP investigated and determined the sewer or catchbasin was overtaxed due to heavy rain and no further action is required.","2023-09-30T20:05:00.000","06 BROOKLYN",,"BROOKLYN","981698","187564","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.681496249864225","-74.00920111176733","
,  
(40.681496249864225, -74.00920111176733)"
"58966792","2023-09-29T10:29:00.000","2023-09-30T11:35:00.000","DEP","Department of Environmental Protection","Sewer","Sewer Backup (Use Comments) (SA)",,"11215","427 8 STREET","8 STREET","7 AVE","8 AVE",,,"ADDRESS","BROOKLYN",,,"Closed",,"The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.","2023-09-30T11:35:00.000","06 BROOKLYN","3010880080","BROOKLYN","989601","182405","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.66733470617075","-73.98071132601544","
,  
(40.66733470617075, -73.98071132601544)"
"58966903","2023-09-29T10:29:00.000","2023-09-29T19:10:00.000","DEP","Department of Environmental Protection","Sewer","Street Flooding (SJ)",,"10465","817 DEAN AVENUE","DEAN AVENUE","PHILIP AVE","LAFAYETTE AVE",,,"ADDRESS","BRONX",,,"Closed",,"The Department of Environmental Protection investigated this complaint and resolved the street flooding.","2023-09-29T19:10:00.000","10 BRONX","2054790026","BRONX","1035133","242497","PHONE","Unspecified","BRONX",,,,,,,,"40.832127072165555","-73.81612835354974","
,  
(40.832127072165555, -73.81612835354974)"
"58963496","2023-09-29T10:29:00.000","2023-09-29T10:35:00.000","DEP","Department of Environmental Protection","Sewer","Catch Basin Clogged/Flooding (Use Comments) (SC)",,"11104","41-08 47 STREET","47 STREET","SKILLMAN AVE","43 AVE",,,"ADDRESS","SUNNYSIDE",,,"Closed",,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.","2023-09-29T10:35:00.000","02 QUEENS","4001370037","QUEENS","1007207","211149","ONLINE","Unspecified","QUEENS",,,,,,,,"40.74620201267168","-73.91714925148885","
,  
(40.74620201267168, -73.91714925148885)"
"58963495","2023-09-29T10:29:00.000","2023-10-03T10:30:00.000","DEP","Department of Environmental Protection","Sewer","Catch Basin Clogged/Flooding (Use Comments) (SC)",,"11104","39-58 47 STREET","47 STREET","39 AVE","SKILLMAN AVE",,,"ADDRESS","SUNNYSIDE",,,"Closed",,"NYC DEP investigated and determined the sewer or catchbasin was overtaxed due to heavy rain and no further action is required.","2023-10-03T10:30:00.000","02 QUEENS","4001490066","QUEENS","1007284","211657","ONLINE","Unspecified","QUEENS",,,,,,,,"40.74759614425442","-73.91686962236598","
,  
(40.74759614425442, -73.91686962236598)"
"58959156","2023-09-29T10:29:00.000","2023-09-30T10:30:00.000","DEP","Department of Environmental Protection","Sewer","Street Flooding (SJ)",,"11210","3104 FARRAGUT ROAD","FARRAGUT ROAD","E 31 ST","E 32 ST",,,"ADDRESS","BROOKLYN",,,"Closed",,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.","2023-09-30T10:30:00.000","17 BROOKLYN","3050060038","BROOKLYN","998991","171113","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.636329975494675","-73.94688801126917","
,  
(40.636329975494675, -73.94688801126917)"
"58957461","2023-09-29T10:29:00.000","2023-09-29T15:30:00.000","DEP","Department of Environmental Protection","Sewer","Catch Basin Clogged/Flooding (Use Comments) (SC)",,"11231",,,,,"COMMERCE STREET","IMLAY STREET","INTERSECTION","BROOKLYN",,,"Closed",,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.","2023-09-29T15:30:00.000","06 BROOKLYN",,"BROOKLYN","981698","187564","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.681496249864225","-74.00920111176733","
,  
(40.681496249864225, -74.00920111176733)"
"58957675","2023-09-29T10:29:00.000","2023-09-30T09:25:00.000","DEP","Department of Environmental Protection","Sewer","Street Flooding (SJ)",,"11208","818 PINE STREET","PINE STREET","STANLEY AVE","WORTMAN AVE",,,"ADDRESS","BROOKLYN",,,"Closed",,"NYC DEP investigated and determined the sewer or catchbasin was overtaxed due to heavy rain and no further action is required.","2023-09-30T09:25:00.000","05 BROOKLYN","3045270009","BROOKLYN","1020768","181558","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.66493618641541","-73.8683687670326","
,  
(40.66493618641541, -73.8683687670326)"
"58963564","2023-09-29T10:29:00.000","2023-09-29T10:35:00.000","DEP","Department of Environmental Protection","Sewer","Sewer Backup (Use Comments) (SA)",,"10306","109 JUSTIN AVENUE","JUSTIN AVENUE","O'GORMAN AVE","HOOPER AVE",,,"ADDRESS","STATEN ISLAND",,,"Closed",,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.","2023-09-29T10:35:00.000","03 STATEN ISLAND",,"STATEN ISLAND","946864","141749","ONLINE","Unspecified","STATEN ISLAND",,,,,,,,"40.55566518258118","-74.1345395936805","
,  
(40.55566518258118, -74.1345395936805)"
"58960678","2023-09-29T10:29:00.000","2023-09-29T19:25:00.000","DEP","Department of Environmental Protection","Sewer","Street Flooding (SJ)",,"11370","25-02 73 STREET","73 STREET","25 AVE","30 AVE",,,"ADDRESS","EAST ELMHURST",,,"Closed",,"NYC DEP investigated and determined the sewer or catchbasin was overtaxed due to heavy rain and no further action is required.","2023-09-29T19:25:00.000","03 QUEENS","4010490010","QUEENS","1013325","216870","ONLINE","Unspecified","QUEENS",,,,,,,,"40.76188669490314","-73.89504495399673","
,  
(40.76188669490314, -73.89504495399673)"
"58960572","2023-09-29T10:29:00.000","2023-09-29T20:00:00.000","DEP","Department of Environmental Protection","Sewer","Sewer Backup (Use Comments) (SA)",,"11218","98 ARGYLE ROAD","ARGYLE ROAD","CHURCH AVE","ALBEMARLE RD",,,"ADDRESS","BROOKLYN",,,"Closed",,"The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.","2023-09-29T20:00:00.000","14 BROOKLYN","3050930019","BROOKLYN","993281","175043","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.64712464372246","-73.96745594232387","
,  
(40.64712464372246, -73.96745594232387)"
"58959050","2023-09-29T10:29:00.000","2023-09-29T10:45:00.000","DEP","Department of Environmental Protection","Sewer","Sewer Backup (Use Comments) (SA)",,"10451","675 MORRIS AVENUE","MORRIS AVENUE","E 153 ST","E 155 ST",,,"ADDRESS","BRONX",,,"Closed",,"The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.","2023-09-29T10:45:00.000","01 BRONX","2024420060","BRONX","1006013","238205","PHONE","Unspecified","BRONX",,,,,,,,"40.82046652212752","-73.92137069238623","
,  
(40.82046652212752, -73.92137069238623)"
"58959051","2023-09-29T10:29:00.000","2023-09-30T12:00:00.000","DEP","Department of Environmental Protection","Sewer","Sewer Backup (Use Comments) (SA)",,"11379","84-31 63 AVENUE","63 AVENUE","84 PL","WOODHAVEN BLVD",,,"ADDRESS","MIDDLE VILLAGE",,,"Closed",,"The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.","2023-09-30T12:00:00.000","05 QUEENS","4029770040","QUEENS","1020199","203070","PHONE","Unspecified","QUEENS",,,,,,,,"40.72398390267072","-73.87030495103448","
,  
(40.72398390267072, -73.87030495103448)"
"58955959","2023-09-29T10:29:00.000","2023-09-29T13:55:00.000","DEP","Department of Environmental Protection","Sewer","Sewer Backup (Use Comments) (SA)",,"11229","3060 GERRITSEN AVENUE","GERRITSEN AVENUE","LOIS AVE","DEAD END",,,"ADDRESS","BROOKLYN",,,"Closed",,"The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.","2023-09-29T13:55:00.000","15 BROOKLYN","3088451920","BROOKLYN","1006804","153198","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.58714056230912","-73.91879753357907","
,  
(40.58714056230912, -73.91879753357907)"
"58962093","2023-09-29T10:26:00.000","2023-09-29T17:35:00.000","DEP","Department of Environmental Protection","Sewer","Sewer Backup (Use Comments) (SA)",,"11211","285 MANHATTAN AVENUE","MANHATTAN AVENUE","AINSLIE ST","DEVOE ST",,,"ADDRESS","BROOKLYN",,,"Closed",,"The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.","2023-09-29T17:35:00.000","01 BROOKLYN","3027690018","BROOKLYN","999238","199220","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.71347692871225","-73.94593556464548","
,  
(40.71347692871225, -73.94593556464548)"
"58965351","2023-09-29T10:26:00.000","2023-10-06T09:20:00.000","DEP","Department of Environmental Protection","Sewer","Street Flooding (SJ)",,"11434","140-64 160 STREET","160 STREET","140 AVE","BELT PARKWAY EXIT 21 A  WB",,,"ADDRESS","JAMAICA",,,"Closed",,"NYC DEP investigated and determined the sewer or catchbasin was overtaxed due to heavy rain and no further action is required.","2023-10-06T09:20:00.000","12 QUEENS","4123150001","QUEENS","1046549","183300","PHONE","Unspecified","QUEENS",,,,,,,,"40.66957370319424","-73.77542389348991","
,  
(40.66957370319424, -73.77542389348991)"
"58960521","2023-09-29T10:26:00.000","2023-09-29T10:41:00.000","DEP","Department of Environmental Protection","Sewer","Sewer Backup (Use Comments) (SA)",,"10465","3328 RADIO DRIVE","RADIO DRIVE","BEND","LUCERNE ST",,,"ADDRESS","BRONX",,,"Closed",,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.","2023-09-29T10:41:00.000","10 BRONX","2054140124","BRONX","1034808","246450","ONLINE","Unspecified","BRONX",,,,,,,,"40.84297875362585","-73.8172729779268","
,  
(40.84297875362585, -73.8172729779268)"
"58966736","2023-09-29T10:26:00.000","2023-09-29T12:20:00.000","DEP","Department of Environmental Protection","Sewer","Sewer Backup (Use Comments) (SA)",,"11414","153-12 79 STREET","79 STREET","153 AVE","155 AVE",,,"ADDRESS","HOWARD BEACH",,,"Closed",,"The Department of Environmental Protection investigated this complaint and found there was no sewer back up in the city system at the time of the inspection.","2023-09-29T12:20:00.000","10 QUEENS","4114400014","QUEENS","1024467","181726","PHONE","Unspecified","QUEENS",,,,,,,,"40.665381279133584","-73.85503452968808","
,  
(40.665381279133584, -73.85503452968808)"
"58960652","2023-09-29T10:26:00.000","2023-09-29T15:02:00.000","DEP","Department of Environmental Protection","Sewer","Street Flooding (SJ)",,"10305","17 BRIARCLIFF ROAD","BRIARCLIFF ROAD","W FINGERBOARD RD","BEVERLY RD",,,"ADDRESS","STATEN ISLAND",,,"Closed",,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.","2023-09-29T15:02:00.000","02 STATEN ISLAND","5032340065","STATEN ISLAND","963327","157813","PHONE","Unspecified","STATEN ISLAND",,,,,,,,"40.599811805402545","-74.07534457763836","
,  
(40.599811805402545, -74.07534457763836)"
"58960574","2023-09-29T10:26:00.000","2023-09-29T23:45:00.000","DEP","Department of Environmental Protection","Sewer","Sewer Backup (Use Comments) (SA)",,"11236","540 EAST   80 STREET","EAST   80 STREET","FOSTER AVE","FARRAGUT RD",,,"ADDRESS","BROOKLYN",,,"Closed",,"The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.","2023-09-29T23:45:00.000","18 BROOKLYN","3079580064","BROOKLYN","1007007","172361","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.639738500039975","-73.91800207791391","
,  
(40.639738500039975, -73.91800207791391)"
"58962001","2023-09-29T10:26:00.000","2023-09-29T10:30:00.000","DEP","Department of Environmental Protection","Sewer","Catch Basin Clogged/Flooding (Use Comments) (SC)",,"11104","41-10 47 STREET","47 STREET","SKILLMAN AVE","43 AVE",,,"ADDRESS","SUNNYSIDE",,,"Closed",,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.","2023-09-29T10:30:00.000","02 QUEENS","4001370038","QUEENS","1007207","211148","ONLINE","Unspecified","QUEENS",,,,,,,,"40.74619926792375","-73.91714925490226","
,  
(40.74619926792375, -73.91714925490226)"
"58963612","2023-09-29T10:26:00.000","2023-09-29T20:00:00.000","DEP","Department of Environmental Protection","Sewer","Sewer Backup (Use Comments) (SA)",,"11215","67 16 STREET","16 STREET","3 AVE","4 AVE",,,"ADDRESS","BROOKLYN",,,"Closed",,"The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.","2023-09-29T20:00:00.000","07 BROOKLYN","3010460074","BROOKLYN","985912","182285","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.66700679393415","-73.99400904161328","
,  
(40.66700679393415, -73.99400904161328)"
"58955860","2023-09-29T10:26:00.000","2023-09-30T10:26:00.000","DEP","Department of Environmental Protection","Sewer","Catch Basin Clogged/Flooding (Use Comments) (SC)",,"11203","1047 EAST   46 STREET","EAST   46 STREET","FARRAGUT RD","GLENWOOD RD",,,"ADDRESS","BROOKLYN",,,"Closed",,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.","2023-09-30T10:26:00.000","17 BROOKLYN","3050230037","BROOKLYN","1002968","170867","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.635647246626554","-73.93255952300439","
,  
(40.635647246626554, -73.93255952300439)"
"58955961","2023-09-29T10:26:00.000","2023-09-29T12:50:00.000","DEP","Department of Environmental Protection","Sewer","Sewer Backup (Use Comments) (SA)",,"11218","49 EAST   10 STREET","EAST   10 STREET","CATON AVE","CHURCH AVE",,,"ADDRESS","BROOKLYN",,,"Closed",,"The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.","2023-09-29T12:50:00.000","14 BROOKLYN","3050710054","BROOKLYN","992447","175126","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.64735327195418","-73.97046123864537","
,  
(40.64735327195418, -73.97046123864537)"
"58960573","2023-09-29T10:26:00.000","2023-09-29T14:05:00.000","DEP","Department of Environmental Protection","Sewer","Sewer Backup (Use Comments) (SA)",,"11204","2153 60 STREET","60 STREET","21 AVE","BAY PKWY",,,"ADDRESS","BROOKLYN",,,"Closed",,"The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.","2023-09-29T14:05:00.000","12 BROOKLYN","3055150055","BROOKLYN","989937","164197","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.61735744991797","-73.97951550006714","
,  
(40.61735744991797, -73.97951550006714)"
"58959052","2023-09-29T10:26:00.000","2023-09-29T20:50:00.000","DEP","Department of Environmental Protection","Sewer","Sewer Backup (Use Comments) (SA)",,"11238","22 UNDERHILL AVENUE","UNDERHILL AVENUE","PACIFIC ST","DEAN ST",,,"ADDRESS","BROOKLYN",,,"Closed",,"The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.","2023-09-29T20:50:00.000","08 BROOKLYN","3011300039","BROOKLYN","994002","187108","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.680239629433984","-73.96484030039298","
,  
(40.680239629433984, -73.96484030039298)"
"58965126","2023-09-29T10:23:00.000","2023-10-02T11:45:00.000","DEP","Department of Environmental Protection","Sewer","Catch Basin Clogged/Flooding (Use Comments) (SC)",,"11104","41-16 47 STREET","47 STREET","SKILLMAN AVE","43 AVE",,,"ADDRESS","SUNNYSIDE",,,"Closed",,"NYC DEP investigated and determined the sewer or catchbasin was overtaxed due to heavy rain and no further action is required.","2023-10-02T11:45:00.000","02 QUEENS","4001370040","QUEENS","1007206","211146","ONLINE","Unspecified","QUEENS",,,,,,,,"40.746193781023806","-73.9171528706801","
,  
(40.746193781023806, -73.9171528706801)"
"58957676","2023-09-29T10:23:00.000","2023-10-18T10:30:00.000","DEP","Department of Environmental Protection","Sewer","Street Flooding (SJ)",,"10305","17 BRIARCLIFF ROAD","BRIARCLIFF ROAD","W FINGERBOARD RD","BEVERLY RD",,,"ADDRESS","STATEN ISLAND",,,"Closed",,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.","2023-10-18T10:30:00.000","02 STATEN ISLAND","5032340065","STATEN ISLAND","963327","157813","PHONE","Unspecified","STATEN ISLAND",,,,,,,,"40.599811805402545","-74.07534457763836","
,  
(40.599811805402545, -74.07534457763836)"
"58966800","2023-09-29T10:23:00.000","2023-09-29T13:15:00.000","DEP","Department of Environmental Protection","Sewer","Sewer Backup (Use Comments) (SA)",,"11223","1679 EAST    8 STREET","EAST    8 STREET","AVENUE P","QUENTIN RD",,,"ADDRESS","BROOKLYN",,,"Closed",,"The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.","2023-09-29T13:15:00.000","15 BROOKLYN","3066400047","BROOKLYN","993989","160847","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.60815886377636","-73.96492508170074","
,  
(40.60815886377636, -73.96492508170074)"
"58966801","2023-09-29T10:23:00.000","2023-09-29T18:25:00.000","DEP","Department of Environmental Protection","Sewer","Sewer Backup (Use Comments) (SA)",,"11249","105 SOUTH    2 STREET","SOUTH    2 STREET","BERRY ST","BEDFORD AVE",,,"ADDRESS","BROOKLYN",,,"Closed",,"The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.","2023-09-29T18:25:00.000","01 BROOKLYN","3024050045","BROOKLYN","994422","199308","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.713725315472374","-73.96330761496088","
,  
(40.713725315472374, -73.96330761496088)"
"58963497","2023-09-29T10:23:00.000","2023-09-30T19:55:00.000","DEP","Department of Environmental Protection","Sewer","Catch Basin Clogged/Flooding (Use Comments) (SC)",,"10465",,,,,"RADIO DRIVE","LUCERNE STREET","INTERSECTION","BRONX",,,"Closed",,"The Department of Environmental Protection has investigated this complaint and found that debris was obstructing the catch basin.","2023-09-30T19:55:00.000","10 BRONX",,"BRONX","1034772","246400","PHONE","Unspecified","BRONX",,,,,,,,"40.84284172459171","-73.81740346565257","
,  
(40.84284172459171, -73.81740346565257)"
"58962004","2023-09-29T10:23:00.000","2023-09-29T19:00:00.000","DEP","Department of Environmental Protection","Sewer","Catch Basin Clogged/Flooding (Use Comments) (SC)",,"11206","54 DELMONICO PLACE","DELMONICO PLACE","ELLERY ST","PARK AVE",,,"ADDRESS","BROOKLYN",,,"Closed",,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.","2023-09-29T19:00:00.000","03 BROOKLYN","3017310020","BROOKLYN","999400","193768","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.698512201314045","-73.945363467787","
,  
(40.698512201314045, -73.945363467787)"
"58959053","2023-09-29T10:23:00.000","2023-09-29T11:45:00.000","DEP","Department of Environmental Protection","Sewer","Sewer Backup (Use Comments) (SA)",,"10451","833 COURTLANDT AVENUE","COURTLANDT AVENUE","E 159 ST","E 160 ST",,,"ADDRESS","BRONX",,,"Closed",,"The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.","2023-09-29T11:45:00.000","03 BRONX","2024190118","BRONX","1007463","239368","ONLINE","Unspecified","BRONX",,,,,,,,"40.82365493528647","-73.91612784968751","
,  
(40.82365493528647, -73.91612784968751)"
"58962094","2023-09-29T10:23:00.000","2023-09-29T17:20:00.000","DEP","Department of Environmental Protection","Sewer","Sewer Backup (Use Comments) (SA)",,"11215","324 15 STREET","15 STREET","6 AVE","7 AVE",,,"ADDRESS","BROOKLYN",,,"Closed",,"The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.","2023-09-29T17:20:00.000","07 BROOKLYN","3010490030","BROOKLYN","988216","181122","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.66381388485198","-73.98570457056003","
,  
(40.66381388485198, -73.98570457056003)"
"58960680","2023-09-29T10:23:00.000","2023-09-30T12:15:00.000","DEP","Department of Environmental Protection","Sewer","Street Flooding (SJ)",,"11212","1013 LENOX ROAD","LENOX ROAD","E 91 ST","E 92 ST",,,"ADDRESS","BROOKLYN",,,"Closed",,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.","2023-09-30T12:15:00.000","17 BROOKLYN","3046460042","BROOKLYN","1005829","178630","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.65694848870899","-73.92222658483993","
,  
(40.65694848870899, -73.92222658483993)"
"58960679","2023-09-29T10:23:00.000","2023-09-29T22:10:00.000","DEP","Department of Environmental Protection","Sewer","Street Flooding (SJ)",,"10469","3537 MICKLE AVENUE","MICKLE AVENUE","CHESTER ST","NEEDHAM AVE",,,"ADDRESS","BRONX",,,"Closed",,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.","2023-09-29T22:10:00.000","12 BRONX","2047260117","BRONX","1026628","259758","PHONE","Unspecified","BRONX",,,,,,,,"40.8795481925478","-73.8467529713788","
,  
(40.8795481925478, -73.8467529713788)"
"58963613","2023-09-29T10:23:00.000","2023-09-29T12:10:00.000","DEP","Department of Environmental Protection","Sewer","Sewer Backup (Use Comments) (SA)",,"11364","202-19 HORACE HARDING EXPRESSWAY","HORACE HARDING EXPRESSWAY","202 ST","203 ST",,,"ADDRESS","OAKLAND GARDENS",,,"Closed",,"The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.","2023-09-29T12:10:00.000","11 QUEENS","4074530033","QUEENS","1046902","210560","PHONE","Unspecified","QUEENS",,,,,,,,"40.74439322040999","-73.7738977585155","
,  
(40.74439322040999, -73.7738977585155)"
"58962098","2023-09-29T10:23:00.000","2023-09-29T22:00:00.000","DEP","Department of Environmental Protection","Sewer","Sewer Backup (Use Comments) (SA)",,"11230","6 WALDORF COURT","WALDORF COURT","E 14 ST","DEAD END",,,"ADDRESS","BROOKLYN",,,"Closed",,"The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.","2023-09-29T22:00:00.000","14 BROOKLYN",,"BROOKLYN","994449","169341","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.63147260633898","-73.96325556410993","
,  
(40.63147260633898, -73.96325556410993)"
"58957566","2023-09-29T10:23:00.000","2023-09-29T20:50:00.000","DEP","Department of Environmental Protection","Sewer","Sewer Backup (Use Comments) (SA)",,"11238","28 UNDERHILL AVENUE","UNDERHILL AVENUE","PACIFIC ST","DEAN ST",,,"ADDRESS","BROOKLYN",,,"Closed",,"The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.","2023-09-29T20:50:00.000","08 BROOKLYN","3011300042","BROOKLYN","993987","187054","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.680091428208534","-73.96489445916366","
,  
(40.680091428208534, -73.96489445916366)"
"58960522","2023-09-29T10:23:00.000","2023-09-29T13:10:00.000","DEP","Department of Environmental Protection","Sewer","Sewer Backup (Use Comments) (SA)",,"11434","178-14 BAISLEY BOULEVARD","BAISLEY BOULEVARD","119 RD","178 PL",,,"ADDRESS","JAMAICA",,,"Closed",,"The Department of Environmental Protection investigated this complaint and found there was no sewer back up in the city system at the time of the inspection.","2023-09-29T13:10:00.000","12 QUEENS","4124620019","QUEENS","1048848","189862","PHONE","Unspecified","QUEENS",,,,,,,,"40.68756836811749","-73.76707357253927","
,  
(40.68756836811749, -73.76707357253927)"
"58963696","2023-09-29T10:23:00.000","2023-09-29T13:30:00.000","DEP","Department of Environmental Protection","Sewer","Street Flooding (SJ)",,"10306","14 CENTER PLACE","CENTER PLACE","DUSTAN ST","CEDAR GROVE AVE",,,"ADDRESS","STATEN ISLAND",,,"Closed",,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.","2023-09-29T13:30:00.000","02 STATEN ISLAND","5040840047","STATEN ISLAND","956246","144539","ONLINE","Unspecified","STATEN ISLAND",,,,,,,,"40.56335777975862","-74.10078852976034","
,  
(40.56335777975862, -74.10078852976034)"
