"Unnamed: 0","annotation_id","annotator","choice","created_at","id","image","labels","lead_time","q1","q2","response_1","response_2","sentiment_1","sentiment_2","updated_at"
120042,21080,"1","Drivable road","2024-07-13T02:44:09.900021Z",585,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_6732ef5f75793ae579980b3a9e973fd4.jpg","",1.093,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image does not appear to be flooded. The road surface is visible and there are no signs of water accumulation that would indicate flooding.",0,0,"2024-07-13T02:44:09.900040Z"
19745,21048,"1","Drivable road","2024-07-13T02:41:41.226061Z",586,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_d4da34fa7224b9b3b5ea677f5968c5ce.jpg","",0.894,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","Yes, the street appears to be flooded, as evidenced by the water covering the road and the presence of puddles and reflections on the surface.",0,1,"2024-07-13T02:41:41.226082Z"
133979,20769,"1","Flooded road","2024-07-13T02:14:56.245943Z",587,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_7f9f1c6493f814d55ef3fcb8a8de5004.jpg","",0.902,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the road, which is evident from the depth of the water reaching the wheels of the vehicles and the fact that the water level is higher than the pedestrian crossing lines.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the vehicles navigating through it.",1,1,"2024-07-13T02:14:56.245965Z"
39786,20966,"1","Drivable road","2024-07-13T02:32:35.685056Z",588,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_47a6af70f54ebeed0dc61e54e44b0080.jpg","",3.094,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","The street in the image does not appear to be flooded. The water on the road is likely due to recent rainfall, as evidenced by the wet surfaces and the presence of raindrops in the air.",0,0,"2024-07-13T02:32:35.685079Z"
153072,20466,"1","Drivable road","2024-07-13T01:13:43.720262Z",589,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_84f2ad70125f3cd73e0f209e5aeaa182.jpg","",6.523,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the presence of a traffic cone, which is typically used to warn drivers of hazardous conditions.",1,1,"2024-07-13T01:13:43.720284Z"
119411,20710,"1","Flooded road","2024-07-13T01:24:29.409717Z",590,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_e8d0bf8e64b12f9c607ac5080d2a32d1.jpg","",0.901,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water covering the road and the surrounding area, indicating significant flooding.","Yes, the street is flooded, as evidenced by the water covering the road and the vehicles partially submerged.",1,1,"2024-07-13T01:24:29.409737Z"
54413,20652,"1","Drivable road","2024-07-13T01:21:05.704930Z",591,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_14caa81a68540d08ef478819554e226c.jpg","",1.423,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image is not flooded. The water on the road appears to be a result of recent rainfall, and there are no signs of standing water that would indicate flooding.",0,0,"2024-07-13T01:21:05.704950Z"
111107,21236,"1","Flooded road","2024-07-13T02:56:13.278583Z",592,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_fb70759e43f4a487b78db0f33a3518bb.jpg","",1.354,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water covering the road and parking lot, indicating significant flooding.","Yes, the street in the image is flooded, with water reaching up to the wheels of the vehicles.",1,1,"2024-07-13T02:56:13.278604Z"
105065,20329,"1","Drivable road","2024-07-13T01:06:08.162252Z",593,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_354d6ec26b0b4ece40415c019761a986.jpg","",1.28,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image is not flooded. The road appears to be wet, likely due to recent rain, but there is no visible water accumulation that would indicate flooding.",0,0,"2024-07-13T01:06:08.162274Z"
65916,20300,"1","Drivable road","2024-07-13T01:04:33.608934Z",594,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_f7482654a80feafd2a6e137e5c3bb29d.jpg","",1.053,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water. The street appears to be wet, likely from recent rain, but there is no visible accumulation of water that would suggest a depth of more than a foot.","No, the street in the image does not appear to be flooded. The water on the road is likely due to recent rainfall, and there are no signs of standing water that would indicate flooding.",0,0,"2024-07-13T01:04:33.608953Z"
2084,20781,"1","Drivable road","2024-07-13T02:15:21.363193Z",595,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_55446091d71beb4e4fd9298a1b42ba68.jpg","",0.971,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image does not appear to be flooded. The water on the road is likely due to recent rainfall, and there are no signs of standing water that would indicate flooding.",0,0,"2024-07-13T02:15:21.363212Z"
88149,20370,"1","Flooded road","2024-07-13T01:09:06.276716Z",596,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_a1e1061dfd355bf47199d937ed14f119.jpg","",1.827,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the road, which is a significant hazard for vehicles and pedestrians.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the presence of traffic cones indicating a hazardous area.",1,1,"2024-07-13T01:09:06.276736Z"
94280,20896,"1","Drivable road","2024-07-13T02:24:27.611519Z",597,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_5b9e2aec92ea4f6c9ab7fab6cc1a25da.jpg","",0.993,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image does not appear to be flooded. The water on the road is likely due to the rain, and there are no signs of standing water that would indicate flooding.",0,0,"2024-07-13T02:24:27.611542Z"
150927,20724,"1","Drivable road","2024-07-13T02:12:11.230382Z",598,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_9adb296ea058e8ec9cbd3a3b6beda8bc.jpg","",0.942,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image is not flooded. The road appears to be dry, and there are no visible signs of water accumulation on the pavement.",0,0,"2024-07-13T02:12:11.230403Z"
95892,21179,"1","Drivable road","2024-07-13T02:51:32.665063Z",599,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_de67c64d66a77f364f3c0041060ed846.jpg","",3.606,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image is not flooded. The water on the road appears to be a result of the rain, and there are no signs of standing water that would indicate flooding.",0,0,"2024-07-13T02:51:32.665083Z"
93809,20313,"1","Drivable road","2024-07-13T01:05:38.050243Z",600,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_d10c34d945aa7265a1d75dfd4a663549.jpg","",1.321,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street in the image appears to be flooded, as evidenced by the water covering the road and the presence of traffic cones and barriers, indicating that the area is likely closed to vehicles.",1,1,"2024-07-13T01:05:38.050263Z"
24919,20608,"1","Flooded road","2024-07-13T01:19:12.463679Z",601,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_227885de9e8bdf2ebb2f95802c8f64eb.jpg","",3.397,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street in the image is flooded, as evidenced by the water covering the roadway and the reflections on the surface.",1,1,"2024-07-13T01:19:12.463705Z"
25739,20773,"1","Flooded road","2024-07-13T02:15:06.745698Z",602,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_f54bef0a5768847d50bb2370b2f51e7e.jpg","",1.413,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the road, which is evident from the depth of the water reaching the wheels of the cars and the fact that the water level is higher than the wheels of the white SUV on the right.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the vehicles' tires.",1,1,"2024-07-13T02:15:06.745718Z"
34801,20925,"1","Drivable road","2024-07-13T02:26:20.946214Z",603,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_9e46eb60ef1316ef1c1bc4708e2c31de.jpg","",1.088,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image does not appear to be flooded. The road surface is dry, and there are no visible signs of water accumulation on the streets or sidewalks.",0,0,"2024-07-13T02:26:20.946234Z"
139981,20316,"1","Drivable road","2024-07-13T01:05:42.555623Z",604,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_91f69fc2cb76d53ece59217479acb4e2.jpg","",1.136,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image does not appear to be flooded. The road surface is visible and dry, and there are no signs of water accumulation on the streets or sidewalks.",0,0,"2024-07-13T01:05:42.555645Z"
85864,21173,"1","Drivable road","2024-07-13T02:51:16.996833Z",605,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_29c9df989c832bfd876505cb9e41e171.jpg","",1.214,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","Yes, the street appears to be flooded, as evidenced by the water covering the road and the reflections on the surface.",0,1,"2024-07-13T02:51:16.996855Z"
89652,20823,"1","Drivable road","2024-07-13T02:16:45.366504Z",606,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_ee78d600361c387cf976ead2480c4ba8.jpg","",1.116,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","Based on the image, it does not appear that the street is flooded. The water on the road seems to be a result of the rain, and there are no visible signs of water accumulation that would indicate flooding. The cars are parked normally, and there are no reflections or distortions on the road surface that would suggest standing water.",0,0,"2024-07-13T02:16:45.366524Z"
10231,20987,"1","Flooded road","2024-07-13T02:35:54.582445Z",607,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_0c4f3c6d0fb543b2ead90e324a8686da.jpg","",1.356,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the road, which is evident from the depth of the water reaching the wheels of the vehicles and the splashes created by the moving car.","Yes, the street is flooded, as evidenced by the water covering the road and the splashes around the vehicles.",1,1,"2024-07-13T02:35:54.582466Z"
67055,21007,"1","Drivable road","2024-07-13T02:37:24.757576Z",608,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_680ff170956a9fa03ceced03191650e6.jpg","",6.976,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the road, which is evident from the submerged vehicles and the depth of the water reaching the wheels of the cars.","Yes, the street in the image appears to be flooded, as evidenced by the water covering the road and the reflections on the surface.",1,1,"2024-07-13T02:37:24.757597Z"
12178,20451,"1","Flooded road","2024-07-13T01:13:11.569893Z",609,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_178b440f20cade9d8ab115a8cdfded90.jpg","",1.027,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water covering the street, which is a significant depth that can pose significant risks to vehicles and pedestrians.","Yes, the street is flooded, as evidenced by the water covering the road and the vehicles partially submerged.",1,1,"2024-07-13T01:13:11.569912Z"
45747,21045,"1","Drivable road","2024-07-13T02:41:36.605845Z",610,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_b1224fad4d7bdfad30ba9aa1d31c1d06.jpg","",1.018,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","Yes, the street in the image is flooded, likely due to heavy rainfall. The water level is high enough to cover the road, and there are visible puddles and reflections on the surface, indicating recent or ongoing rainfall.",0,1,"2024-07-13T02:41:36.605871Z"
153166,20921,"1","Drivable road","2024-07-13T02:26:14.525112Z",611,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_3c365d3fa4a976f4b3024a57e0615cab.jpg","",9.137,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","Yes, the street in the image appears to be flooded, as evidenced by the water covering the road and the presence of traffic cones and barriers, likely indicating a response to the flooding.",0,1,"2024-07-13T02:26:14.525131Z"
128759,20867,"1","Drivable road","2024-07-13T02:22:42.479493Z",612,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_3ef49aa2fdabda10a2d6dbb6558106a3.jpg","",0.938,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image is not flooded. The water on the road appears to be a result of recent rainfall, and the vehicles are driving on it without any visible signs of water accumulation that would indicate flooding.",0,0,"2024-07-13T02:22:42.479514Z"
6919,20454,"1","Drivable road","2024-07-13T01:13:16.955803Z",613,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_3610f5598def66cf6b0d0d2bd5f69134.jpg","",2.153,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the road, which is evident from the submerged vehicles and the reflections on the water's surface.","Yes, the street appears to be flooded, as evidenced by the water level reaching the wheels of the vehicles and the presence of a flood repair service van.",1,1,"2024-07-13T01:13:16.955823Z"
108866,21123,"1","Drivable road","2024-07-13T02:48:24.216563Z",614,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_7cf814268ce74e03c5bfb0792466baa6.jpg","",11.373,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the road, indicating a significant flooding event.","Yes, the street appears to be flooded, as evidenced by the water level reaching the wheels of the car in the foreground.",1,1,"2024-07-13T02:48:24.216585Z"
14062,20367,"1","Drivable road","2024-07-13T01:09:01.618213Z",615,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_41919805fe53e5f42bc493eb4ba5079e.jpg","",0.898,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image does not appear to be flooded. The road surface is visible and there are no signs of water accumulation that would indicate flooding.",0,0,"2024-07-13T01:09:01.618233Z"
102087,21032,"1","Drivable road","2024-07-13T02:40:52.325213Z",616,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_75f0da1a5df3aa43901572a1a5031c3e.jpg","",0.893,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image is not flooded. The water on the road appears to be a result of recent rainfall, and there are no signs of standing water that would indicate flooding.",0,0,"2024-07-13T02:40:52.325233Z"
72319,21195,"1","Drivable road","2024-07-13T02:54:10.075084Z",617,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_223e42b2c00dd3d45bc8d979b41d559d.jpg","",1.532,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image does not appear to be flooded. The road surface is dry, and there are no visible signs of water accumulation on the road or the surrounding areas.",0,0,"2024-07-13T02:54:10.075106Z"
10080,20843,"1","","2024-07-13T02:18:27.031291Z",618,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_b2f8cf6f3e05935f0a20d3cd5c3ceea8.jpg","",1.295,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image does not appear to be flooded. The water on the road is likely due to recent rainfall, and there are no signs of standing water that would indicate flooding.",0,0,"2024-07-13T02:18:27.031310Z"
13424,20733,"1","Flooded road","2024-07-13T02:12:24.471100Z",619,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_f3c6e6e0422b3a8c08207f834eaaa310.jpg","",1.049,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the road, which is a significant hazard for vehicles and can lead to dangerous driving conditions.","Yes, the street appears to be flooded, as evidenced by the water covering the road and the vehicles' tires being submerged.",1,1,"2024-07-13T02:12:24.471120Z"
60930,20758,"1","Drivable road","2024-07-13T02:13:24.783523Z",620,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_eb6eb7a0e2a03c98627a4f0a3efa7ea4.jpg","",1.572,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","Yes, the street in the image appears to be flooded, with water covering the road and the crosswalk.",0,1,"2024-07-13T02:13:24.783547Z"
94063,20392,"1","Drivable road","2024-07-13T01:09:55.378036Z",621,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_353a9abc4d3ae97ddd48627cc80f0fb5.jpg","",1.536,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image does not appear to be flooded. The road surface is visible and there are no signs of water accumulation on the pavement.",0,0,"2024-07-13T01:09:55.378055Z"
114699,20533,"1","Drivable road","2024-07-13T01:16:04.119408Z",622,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_cddfe09deac80597c1d4a51d8c15e147.jpg","",1.131,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","Yes, the street appears to be flooded, as evidenced by the water level reaching the wheels of the vehicles and the reflections on the road surface.",0,1,"2024-07-13T01:16:04.119428Z"
133680,21216,"1","Drivable road","2024-07-13T02:55:15.660426Z",623,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_f3a61ccc52b447c9f548784036066b1d.jpg","",1.752,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image does not appear to be flooded. The water on the road is likely due to recent rainfall, and there are no signs of standing water that would indicate flooding.",0,0,"2024-07-13T02:55:15.660447Z"
61829,21031,"1","Drivable road","2024-07-13T02:40:50.830092Z",624,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_c183826de52900fdf96c01b22ceb4f05.jpg","",2.007,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","Yes, the street appears to be flooded, as evidenced by the water covering the road and the reflections on the surface.",0,1,"2024-07-13T02:40:50.830115Z"
86078,21148,"1","Flooded road","2024-07-13T02:50:03.841854Z",625,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_e51732c3dab19ccd859f38a6795b65cb.jpg","",9.431,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the vehicles navigating through it.",1,1,"2024-07-13T02:50:03.841877Z"
24806,20836,"1","Drivable road","2024-07-13T02:18:15.881701Z",626,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_f7d87967cdd68c1ec22cd3838d9fcda2.jpg","",0.871,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image is not flooded. The water on the road appears to be a result of recent rainfall, and there are no signs of standing water that would indicate flooding.",0,0,"2024-07-13T02:18:15.881723Z"
41198,20516,"1","Drivable road","2024-07-13T01:15:33.828982Z",627,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_1a0dced1c1a3376d35f78aa594652ea9.jpg","",1.055,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","Yes, the street appears to be flooded, as evidenced by the water on the road and the reflections of the vehicles and traffic lights on the wet surface.",0,1,"2024-07-13T01:15:33.829001Z"
91237,20804,"1","Drivable road","2024-07-13T02:16:01.945166Z",628,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_e39245deca3089599e251146d1ced8dd.jpg","",1.557,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image is not flooded. The water on the road appears to be from recent rainfall, and there are no signs of standing water that would indicate flooding.",0,0,"2024-07-13T02:16:01.945186Z"
64572,21154,"1","Drivable road","2024-07-13T02:50:32.786308Z",629,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_4b10b4fddb71389eb0da3647029f7b28.jpg","",0.955,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image does not appear to be flooded. The water droplets on the windshield suggest recent rain, but the road surface is visible and dry, with no signs of water accumulation.",0,0,"2024-07-13T02:50:32.786328Z"
45313,20517,"1","Drivable road","2024-07-13T01:15:35.075683Z",630,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_521a7c35c08ea3d082beb3550352e78e.jpg","",0.858,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image does not appear to be flooded. The water on the road is likely due to recent rainfall, and there are no signs of standing water that would indicate flooding.",0,0,"2024-07-13T01:15:35.075704Z"
16479,20410,"1","Drivable road","2024-07-13T01:11:28.245053Z",631,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_b75463d63745abd588ea4c605a0abe9b.jpg","",1.854,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image does not appear to be flooded. The water on the road is likely due to recent rainfall, and the vehicles are driving on the wet surface without any visible signs of water accumulation that would indicate flooding.",0,0,"2024-07-13T01:11:28.245073Z"
29962,21243,"1","Drivable road","2024-07-13T02:56:43.515263Z",632,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_d8ea70513fb3d7f445ac68ae87a46521.jpg","",0.884,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image does not appear to be flooded. The road surface is visible and dry, and there are no signs of water accumulation on the sidewalks or in the immediate vicinity.",0,0,"2024-07-13T02:56:43.515285Z"
82805,21009,"1","Drivable road","2024-07-13T02:37:30.976292Z",633,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_4107d70e30b3b148630c14d6581fbc76.jpg","",3.82,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the road, which is a significant hazard for drivers and can lead to dangerous driving conditions.","Yes, the street appears to be flooded, as evidenced by the water covering the road surface and the presence of a yellow warning sign indicating a flood hazard.",1,1,"2024-07-13T02:37:30.976313Z"
36403,20691,"1","Drivable road","2024-07-13T01:23:54.893826Z",634,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_b7382aa4031991b10560ee3cfbebfbdb.jpg","",0.933,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image is not flooded. The road appears dry, and there are no signs of water accumulation on the pavement or the sides of the street.",0,0,"2024-07-13T01:23:54.893847Z"
77332,21150,"1","Flooded road","2024-07-13T02:50:07.591404Z",635,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_e634d9b274ba5b69168d2b64af65e69f.jpg","",1.349,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the road, which is evident from the depth of the water reaching the wheels of the car and the significant splashes as the vehicle moves through it.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the splashes around the vehicles.",1,1,"2024-07-13T02:50:07.591423Z"
97832,20927,"1","Drivable road","2024-07-13T02:26:23.942819Z",636,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_32227972eca9e7182725a2537c6a9be4.jpg","",1.133,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image is not flooded. The water on the road appears to be a result of recent rainfall, and there are no signs of standing water that would indicate flooding.",0,0,"2024-07-13T02:26:23.942840Z"
116543,20775,"1","Drivable road","2024-07-13T02:15:09.346665Z",637,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_5a27ffdd6e98a825003fab73695bcdfe.jpg","",0.824,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","Yes, the street appears to be flooded, as evidenced by the water on the road and the presence of traffic cones and barriers, which are typically used to manage traffic in such conditions.",0,1,"2024-07-13T02:15:09.346685Z"
73711,20295,"1","Flooded road","2024-07-13T01:04:02.920332Z",638,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_ef05fed654b3ab188f31604084267aee.jpg","",2.697,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the visible puddles.",1,1,"2024-07-13T01:04:02.920351Z"
106859,21135,"1","Flooded road","2024-07-13T02:49:01.003033Z",639,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_2ace2bf97fd92cb94c11ed599a2ad17c.jpg","",3.281,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the road, which is evident from the depth of the water reaching the wheels of the vehicles and the fact that the water level is higher than the wheels of the car in the foreground.","Yes, the street is flooded, as evidenced by the water covering the road and the vehicles navigating through it.",1,1,"2024-07-13T02:49:01.003054Z"
130533,21006,"1","Flooded road","2024-07-13T02:37:17.219682Z",640,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_4e075811faa2fabdfb901d31d0449551.jpg","",6.095,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the road, which is evident from the submerged vehicles and the depth of the water reaching the wheels of the bus and car.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the reflections on the surface.",1,1,"2024-07-13T02:37:17.219704Z"
