,image_path,q1,q2,response_1,response_2,Unnamed: 0.1,sentiment_1,sentiment_2,frame_id,,frame_url,camera_heading,captured_at,timezone_offset,h3_index_res12,thumbnail_url,direction,frame_quality,frame_context,gps_info.longitude,gps_info.latitude,osm_info.osm_node_id_from,osm_info.osm_node_id_to,osm_info.road_type,h3_12,h3_index_res06,geometry
329800,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_b81f507bcb6e093f84284e2f998b8326.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the roadway, indicating significant flooding.","Yes, the street in the image is flooded, as evidenced by the water covering the road surface and the presence of traffic cones and barriers indicating a hazardous condition.",,1,1,nlbx_b81f507bcb6e093f84284e2f998b8326,20503,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/224b9/fod_6F58AFA9-20F0-4DB9-9934-50CE337B99A1.jpg,153.69529681223275,1695997989911,-14400,631243934997506559,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/224b9/fod_6F58AFA9-20F0-4DB9-9934-50CE337B99A1.jpg,SOUTH_EAST,0.788849949836731,DAYLIGHT,-73.786846,40.645024,599044227,599044236,MOTORWAY_LINK,6.312439349975066e+17,604222337365049343,POINT (1043402.276762288 174348.25054156093)
330539,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_e1911c9501a46b51f1ecb700fa71ceea.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the reflections on the surface.",,1,1,nlbx_e1911c9501a46b51f1ecb700fa71ceea,19258,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/77923/fod_9FE8D8FD-DD9A-4039-99FC-469A7F6F455C.jpg,243.875,1696007873162,-14400,631243935101368319,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/77923/fod_9FE8D8FD-DD9A-4039-99FC-469A7F6F455C.jpg,SOUTH_WEST,0.8161342144012451,DAYLIGHT,-73.811152,40.675434,42936930,9457906963,RESIDENTIAL,6.312439351013683e+17,604222337365049343,POINT (1036633.2450305556 185411.95299223703)
331738,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_e6e22b9c9f0d920c29da862f82d5b7fd.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the street, indicating significant flooding.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the reflections on the wet surface.",,1,1,nlbx_e6e22b9c9f0d920c29da862f82d5b7fd,14876,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/da64e/fod_0B7BBEB4-2E4C-4F9F-BF11-362703D23760.jpg,264.6270751953125,1695990883577,-14400,631243950309718527,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/da64e/fod_0B7BBEB4-2E4C-4F9F-BF11-362703D23760.jpg,WEST,0.6818344593048096,DAYLIGHT,-73.982632,40.60558,8414294419,5944966760,RESIDENTIAL,6.312439503097185e+17,604222352665870335,POINT (989072.6584740571 159906.10578685647)
331991,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_82bf14f5fd3a884f387bbd524c40c6a9.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, which is causing significant splashing and poses a hazard to the vehicles.","Yes, the street is flooded, as evidenced by the water flowing over the road and the splashes around the vehicles.",,1,1,nlbx_82bf14f5fd3a884f387bbd524c40c6a9,18070,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/f8e4e/fod_7544ED71-5387-4949-BD58-08BF066F6D08.jpg,201.0,1696007823159,-14400,631243949924095487,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/f8e4e/fod_7544ED71-5387-4949-BD58-08BF066F6D08.jpg,SOUTH,0.8398145437240601,DAYLIGHT,-73.99874,40.694836,7458968647,451021641,MOTORWAY,6.312439499240955e+17,604222352263217151,POINT (984599.3611247507 192424.10601269023)
332242,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_fffdcab1604c89541100a1bdc327b229.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, which is evident from the depth of the water reaching the wheels of the cars and the visible reflections on the wet surface.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the reflections on the surface.",,1,1,nlbx_fffdcab1604c89541100a1bdc327b229,12537,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/38351/fod_8F6A2E83-66F2-4BC5-9576-E1A545A13F32.jpg,299.7656741532184,1695994264315,-14400,631243922009580543,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/38351/fod_8F6A2E83-66F2-4BC5-9576-E1A545A13F32.jpg,NORTH_WEST,0.6791396141052246,DAYLIGHT,-73.94801,40.836179,5354421383,5354421380,SECONDARY,6.312439220095805e+17,604222324345929727,POINT (998636.3324111992 243924.30788484597)
333231,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_b543a64ce9da7210edb78dc197e14bd3.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water covering the street, indicating significant flooding.","Yes, the street is flooded, as evidenced by the water covering the road and the submerged vehicles.",,1,1,nlbx_b543a64ce9da7210edb78dc197e14bd3,1427,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/c733c/fod_268D8819-AC3E-44FB-8282-5F8CB59476FC.jpg,340.5,1696008415417,-14400,631243934828508671,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/c733c/fod_268D8819-AC3E-44FB-8282-5F8CB59476FC.jpg,NORTH,0.725883960723877,DAYLIGHT,-73.726942,40.658147,7771044864,7771044863,TERTIARY,6.312439348285087e+17,604222337096613887,POINT (1060011.2397219266 179175.46301468127)
333829,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_e2088b7398285b630864f604501936ba.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street is flooded, as evidenced by the water covering the road and the vehicles navigating through it.",,1,1,nlbx_e2088b7398285b630864f604501936ba,42457,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/44359/fod_0E47B3E3-421F-45D2-93AE-4B89E7E4A431.jpg,242.66368103027344,1696010678206,-14400,631243951186072063,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/44359/fod_0E47B3E3-421F-45D2-93AE-4B89E7E4A431.jpg,SOUTH_WEST,0.6624498963356018,DAYLIGHT,-73.97085,40.648436,42484747,6791367956,PRIMARY,6.31243951186072e+17,604222353471176703,POINT (992338.9900034384 175520.59291612307)
333989,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_d5ec35988bf0c76e3ba83c73d28e41be.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street is flooded, as evidenced by the water covering the road and the vehicles partially submerged.",,1,1,nlbx_d5ec35988bf0c76e3ba83c73d28e41be,9628,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/ed9b4/fod_FE59279E-DB1D-40EE-819E-9FDF0C4253E2.jpg,276.5,1695996580023,-14400,631243949980694527,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/ed9b4/fod_FE59279E-DB1D-40EE-819E-9FDF0C4253E2.jpg,WEST,0.6953255534172058,DAYLIGHT,-73.978208,40.696424,5789979594,5789979598,SECONDARY,6.312439499806945e+17,604222352263217151,POINT (990292.7974697881 193003.4226175092)
335314,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_ddfeb2691f22aa5b890b4271359e6815.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, which is causing significant disruption to the traffic flow.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the visible waterline on the vehicles.",,1,1,nlbx_ddfeb2691f22aa5b890b4271359e6815,46977,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/a0903/fod_98A9E63E-AFC6-4AF7-9D49-7492038174A9.jpg,245.06597900390625,1696014292984,-14400,631243922733290495,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/a0903/fod_98A9E63E-AFC6-4AF7-9D49-7492038174A9.jpg,SOUTH_WEST,0.7992191910743713,DAYLIGHT,-73.922423,40.732974,9194885975,9194885977,MOTORWAY_LINK,6.312439227332905e+17,604222325017018367,POINT (1005749.9520420559 206328.5187047969)
336562,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_391b2fc1db591bd3275cf4f069062d88.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, which is evident from the depth of the water reaching the wheels of the vehicles and the visible reflections on the wet surface.","Yes, the street in the image appears to be flooded, as evidenced by the water covering the road surface and the presence of traffic cones and barriers, indicating that the area is closed to vehicles.",,1,1,nlbx_391b2fc1db591bd3275cf4f069062d88,10923,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/0b670/fod_35D185BC-2A74-49CE-9F7A-8B7FAB445A04.jpg,4.221479892730713,1695995442524,-14400,631243935099082239,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/0b670/fod_35D185BC-2A74-49CE-9F7A-8B7FAB445A04.jpg,NORTH,0.755300760269165,DAYLIGHT,-73.800951,40.668794,277782187,277789196,MOTORWAY_LINK,6.312439350990822e+17,604222337365049343,POINT (1039468.3257124092 182999.08749998242)
337527,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_484bb12d01b3849115ceedf74dd7c67c.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the reflections on the surface.",,1,1,nlbx_484bb12d01b3849115ceedf74dd7c67c,28504,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/e24eb/fod_91B58849-90EE-4757-A88A-484EDA072B47.jpg,172.375,1695996722490,-14400,631243922618010111,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/e24eb/fod_91B58849-90EE-4757-A88A-484EDA072B47.jpg,SOUTH,0.8460699915885925,DAYLIGHT,-73.890357,40.689932,42792763,2355624658,TERTIARY,6.312439226180101e+17,604222324882800639,POINT (1014656.5022568493 190656.51796767247)
337880,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_93a66b01ee965e0ba72a54ba2b14aca3.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, which is evident from the depth of the water reaching the wheels of the vehicles and the splashes created as they pass through.","Yes, the street is flooded, as evidenced by the water covering the road and the splashes of water around the vehicles.",,1,1,nlbx_93a66b01ee965e0ba72a54ba2b14aca3,24476,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/0d094/fod_287FFF43-D015-4448-B4DA-8EE4F0D11D44.jpg,199.5,1696001677557,-14400,631243919537609727,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/0d094/fod_287FFF43-D015-4448-B4DA-8EE4F0D11D44.jpg,SOUTH,0.7983396053314209,DAYLIGHT,-73.864981,40.891006,8867545730,8867545725,MOTORWAY,6.312439195376097e+17,604222321795792895,POINT (1021580.8856659095 263924.42705030786)
338789,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_dfd909616b7232689ae00e813ecd43a0.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, which is a significant hazard for vehicles and pedestrians.","Yes, the street appears to be flooded, as evidenced by the water covering the road and the presence of vehicles navigating through it.",,1,1,nlbx_dfd909616b7232689ae00e813ecd43a0,40547,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/53a08/fod_0421D899-DA65-45E1-B78E-2809BD197075.jpg,347.5155334472656,1696023781949,-14400,631243951185783295,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/53a08/fod_0421D899-DA65-45E1-B78E-2809BD197075.jpg,NORTH,0.7870540618896484,DAYLIGHT,-73.971889,40.649953,4205083411,1701116536,SECONDARY,6.312439511857833e+17,604222353471176703,POINT (992050.4936951791 176073.18380733658)
338802,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_da1d7c0bbc83f387e41ce6ab1f753a3f.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the street, which is evident from the depth of the water reaching the wheels of the vehicles and the submerged traffic cones.","Yes, the street in the image is flooded, as evidenced by the presence of water on the road and the use of traffic cones and barriers to redirect traffic.",,1,1,nlbx_da1d7c0bbc83f387e41ce6ab1f753a3f,29029,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/f5227/fod_F7F88D7C-426E-4D35-AE2A-7056525CC48D.jpg,57.0625,1695992168539,-14400,631243922388249599,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/f5227/fod_F7F88D7C-426E-4D35-AE2A-7056525CC48D.jpg,NORTH_EAST,0.842992901802063,DAYLIGHT,-73.872143,40.735954,10202118689,42847422,RESIDENTIAL,6.312439223882496e+17,604222324748582911,POINT (1019683.1698873609 207430.58889961842)
339413,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_95630143d62697d2f236c49e2a28c546.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the street, which is evident from the submerged traffic cones and the depth of the water reaching the wheels of the cars.","Yes, the street appears to be flooded, as evidenced by the water covering the road and the presence of traffic cones, which are typically used to indicate hazardous conditions.",,1,1,nlbx_95630143d62697d2f236c49e2a28c546,2620,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/6e8bc/fod_092BE3CA-1C4D-41AB-B66B-3F4090EDF35B.jpg,60.681339263916016,1695990769489,-14400,631243922055851519,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/6e8bc/fod_092BE3CA-1C4D-41AB-B66B-3F4090EDF35B.jpg,NORTH_EAST,0.8250738382339478,DAYLIGHT,-73.905105,40.864781,42729935,42729939,RESIDENTIAL,6.312439220558515e+17,604222324345929727,POINT (1010497.4908618852 254355.05560081117)
339946,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_0ac3347ad1b5c6ab56d0b91e5167f6eb.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water covering the road, which is a significant depth that can pose significant risks to vehicles and pedestrians.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the yellow traffic lines being partially submerged.",,1,1,nlbx_0ac3347ad1b5c6ab56d0b91e5167f6eb,50726,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/9e168/fod_C87A8375-2C4E-48C1-93DE-F2EDB348D6D3.jpg,353.8005130882215,1696011072568,-14400,631243923160982527,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/9e168/fod_C87A8375-2C4E-48C1-93DE-F2EDB348D6D3.jpg,NORTH,0.8157050609588623,DAYLIGHT,-73.81065,40.726447,5887684952,3326202687,SECONDARY,6.312439231609825e+17,604222325419671551,POINT (1036732.3018230747 203997.77990058696)
340588,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_c1ea5b71239ee57a273b3ed059e23ead.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the presence of traffic cones and barriers, indicating that the area is closed to vehicles.",,1,1,nlbx_c1ea5b71239ee57a273b3ed059e23ead,40926,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/4879c/fod_90858538-4B92-491F-B15F-C59C85599102.jpg,308.5904541015625,1695992324655,-14400,631243951146800639,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/4879c/fod_90858538-4B92-491F-B15F-C59C85599102.jpg,NORTH_WEST,0.7767438292503357,DAYLIGHT,-74.020092,40.648275,6814295812,10000209585,UNCLASSIFIED,6.312439511468006e+17,604222353471176703,POINT (978674.5429908531 175461.19934908097)
342496,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_789bc5e59e577dbdf08c74a453648fef.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the reflections on the surface.",,1,1,nlbx_789bc5e59e577dbdf08c74a453648fef,59608,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/9b1f7/fod_74F7D1F5-3F8E-41F5-A282-213B53BB395E.jpg,42.33182144165039,1695998864276,-14400,631243949916866559,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/9b1f7/fod_74F7D1F5-3F8E-41F5-A282-213B53BB395E.jpg,NORTH_EAST,0.6610633134841919,DAYLIGHT,-74.012393,40.679636,8169606132,5941079867,RESIDENTIAL,6.312439499168666e+17,604222352263217151,POINT (980812.5781885461 186886.5225254735)
343489,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_4af27840ab7a9a78bb5905f0b9401127.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the visible reflections on the surface.",,1,1,nlbx_4af27840ab7a9a78bb5905f0b9401127,1588,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/c3921/fod_81BF5D57-0E9C-487B-A09E-A394E78C92EF.jpg,167.375,1695994437282,-14400,631243922969521151,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/c3921/fod_81BF5D57-0E9C-487B-A09E-A394E78C92EF.jpg,SOUTH,0.9086596369743348,DAYLIGHT,-73.837489,40.739837,277138720,277138840,MOTORWAY_LINK,6.312439229695212e+17,604222325285453823,POINT (1029284.2587026244 208861.21979967642)
343618,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_e3c0b5ac2a6b7ebe560e4a8ce1893646.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street is flooded, as evidenced by the water covering the road and the presence of a yellow warning sign indicating a flood hazard.",,1,1,nlbx_e3c0b5ac2a6b7ebe560e4a8ce1893646,27876,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/4ad6a/fod_78FA84B4-7573-456C-9088-B3D22FC53440.jpg,344.1727366383364,1696004313049,-14400,631243951129806335,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/4ad6a/fod_78FA84B4-7573-456C-9088-B3D22FC53440.jpg,NORTH,0.6961575150489807,DAYLIGHT,-73.967789,40.628212,2327301421,42517171,RESIDENTIAL,6.312439511298063e+17,604222353471176703,POINT (993191.1258548055 168152.72908360767)
344883,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_5c9834da70a3069ac9bf0eab27d178fc.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding conditions.","Yes, the street is flooded, as evidenced by the water level reaching the wheels of the vehicles and the wet conditions of the road surface.",,1,1,nlbx_5c9834da70a3069ac9bf0eab27d178fc,2733,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/adaf9/fod_01ADBD97-B142-4A9F-AD38-13286AF046E5.jpg,292.2698669433594,1695989896142,-14400,631243922604147199,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/adaf9/fod_01ADBD97-B142-4A9F-AD38-13286AF046E5.jpg,WEST,0.8965712785720825,DAYLIGHT,-73.842375,40.66874,598660657,4486158328,TRUNK,6.312439226041472e+17,604222324882800639,POINT (1027976.9088733408 182955.9935380565)
345130,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_b7550d65a606cfdc481b9301af8525f3.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water covering the road, which is evident from the submerged vehicles and the depth of the water reaching the wheels of the car in the foreground.","Yes, the street is flooded, as evidenced by the water covering the road and the visible reflections on the surface.",,1,1,nlbx_b7550d65a606cfdc481b9301af8525f3,21438,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/55d3d/fod_F347870A-03C3-4EDB-B4A2-1AA61FE97206.jpg,254.6846466064453,1695992772587,-14400,631243923206325759,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/55d3d/fod_F347870A-03C3-4EDB-B4A2-1AA61FE97206.jpg,WEST,0.8589255809783936,DAYLIGHT,-73.888816,40.766956,42909624,9179243515,SECONDARY,6.312439232063258e+17,604222325553889279,POINT (1015048.2096705242 218719.29321407757)
345450,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_8f63ea48c8bb290892d6cee87395650c.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water covering the streets, which is indicative of significant flooding.","Yes, the street in the image is flooded, with water covering the road and reaching the base of the traffic lights and street signs.",,1,1,nlbx_8f63ea48c8bb290892d6cee87395650c,29981,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/5e2e9/fod_C7B7708E-EFC1-4D7A-AC81-5E040AE758A6.jpg,173.83506774902344,1695991209362,-14400,631243951193582079,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/5e2e9/fod_C7B7708E-EFC1-4D7A-AC81-5E040AE758A6.jpg,SOUTH,0.9010841846466064,DAYLIGHT,-73.961936,40.655139,8308902041,6621150379,SECONDARY,6.312439511935821e+17,604222353471176703,POINT (994811.5214043268 177963.6397993733)
346082,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_031bef9b4cfbdd0edbba21516aae39b3.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the street, indicating significant flooding.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the presence of pedestrians navigating through it.",,1,1,nlbx_031bef9b4cfbdd0edbba21516aae39b3,18044,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/0cdd4/fod_592230B1-5B28-4FBD-8B0D-FE31943ACD86.jpg,83.41693878173828,1696013636007,-14400,631243949787612159,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/0cdd4/fod_592230B1-5B28-4FBD-8B0D-FE31943ACD86.jpg,EAST,0.8623279333114624,DAYLIGHT,-74.002068,40.737676,42439078,5849907289,RESIDENTIAL,6.312439497876122e+17,604222352128999423,POINT (983676.8380002868 208032.05825696714)
346282,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_470962e721d7c8df127a6993debe6ad8.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water covering the road, which is a significant depth for flooding.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the vehicles navigating through it.",,1,1,nlbx_470962e721d7c8df127a6993debe6ad8,23765,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/f1a21/fod_7CE556E0-40B7-4C32-A1B1-681116976ACD.jpg,307.25,1695991604149,-14400,631243923214069247,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/f1a21/fod_7CE556E0-40B7-4C32-A1B1-681116976ACD.jpg,NORTH_WEST,0.7407431602478027,DAYLIGHT,-73.888362,40.768883,482659225,482659229,TERTIARY,6.312439232140692e+17,604222325553889279,POINT (1015173.0739059831 219421.52155506038)
346478,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_67e9abf92602a4a428ffddb02334d55d.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image shows more than a foot of standing water.","Yes, the street in the image appears to be flooded, with water covering the road and reflecting the lights from the vehicles and streetlights.",,1,1,nlbx_67e9abf92602a4a428ffddb02334d55d,17983,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/1d3b9/fod_6DE22519-9E7D-4A02-A75D-98A9D9283CC2.jpg,261.74981689453125,1695989113530,-14400,631243950384003583,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/1d3b9/fod_6DE22519-9E7D-4A02-A75D-98A9D9283CC2.jpg,WEST,0.7817784547805786,DAYLIGHT,-73.962486,40.596003,8219967383,42535167,RESIDENTIAL,6.312439503840036e+17,604222352665870335,POINT (994668.175745051 156418.72096626012)
346977,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_a95e0b07296fe7ba694f3e6880f31602.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the reflections on the wet surface.",,1,1,nlbx_a95e0b07296fe7ba694f3e6880f31602,46145,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/c70da/fod_D8D3308C-7444-43F4-8225-8416903AE35D.jpg,82.43477630615234,1695991864084,-14400,631243951193019391,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/c70da/fod_D8D3308C-7444-43F4-8225-8416903AE35D.jpg,EAST,0.9049755930900574,DAYLIGHT,-73.980506,40.647281,9242397966,9242397984,SECONDARY,6.312439511930194e+17,604222353471176703,POINT (989659.5859559451 175099.0436307371)
347977,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_ef49629580c0bf131fbe3b77d942cb89.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, which is evident from the depth of the water reaching the wheels of the vehicles and the fact that the water level is higher than the wheels of the ambulance in the background.","Yes, the street is flooded, as evidenced by the water covering the road and the vehicles' tires being submerged.",,1,1,nlbx_ef49629580c0bf131fbe3b77d942cb89,19383,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/2d8da/fod_AA2A10A2-DC05-4606-8ED4-C76B14BAD8F8.jpg,330.1590881347656,1695993765843,-14400,631243949912829439,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/2d8da/fod_AA2A10A2-DC05-4606-8ED4-C76B14BAD8F8.jpg,NORTH_WEST,0.6502189636230469,DAYLIGHT,-74.003198,40.679433,3699379567,8931085568,TERTIARY,6.312439499128294e+17,604222352263217151,POINT (983362.9520135926 186812.34349780396)
