"annotation_id","annotator","choice","created_at","id","image","labels","lead_time","q1","q2","response_1","response_2","sentiment_1","sentiment_2","updated_at"
22610,"1","Drivable road","2024-07-13T04:02:26.411971Z",761,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_f884fb17088c7b4cf9f620c21bd7b777.jpg","",1.041,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image does not appear to be flooded. The water on the road is likely due to recent rainfall, and the presence of traffic cones suggests that the area is being managed to ensure safety.",0,0,"2024-07-13T04:02:26.411992Z"
22023,"1","Drivable road","2024-07-13T03:40:06.448276Z",762,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_07d33634e91712556d6c1f1237f48161.jpg","",0.948,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image is not flooded. The water droplets on the window suggest recent rain, but the road surface appears dry and the vehicles are moving without any visible signs of water accumulation.",0,0,"2024-07-13T03:40:06.448296Z"
21380,"1","Flooded road","2024-07-13T03:15:56.753584Z",763,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_7c14b5678246df1eac4562ac6632558b.jpg","",1.036,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the street, indicating significant flooding.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the reflections on the wet pavement.",1,1,"2024-07-13T03:15:56.753604Z"
22030,"1","Drivable road","2024-07-13T03:40:20.413789Z",764,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_5fb732b857c50a2866fd6d25dbfb96f6.jpg","",0.92,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image is not flooded. The road appears to be wet, likely due to recent rainfall, but there is no visible water accumulation that would indicate flooding.",0,0,"2024-07-13T03:40:20.413808Z"
21396,"1","Flooded road","2024-07-13T03:16:25.328780Z",765,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_0685e8b69f406b6482ef80b4b016246b.jpg","",3.658,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the road, which is evident from the depth of the water reaching the wheels of the cars and the visible reflections on the wet surface.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the presence of a traffic cone indicating a hazardous condition.",1,1,"2024-07-13T03:16:25.328799Z"
22687,"1","Drivable road","2024-07-13T04:06:05.104313Z",766,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_8e404ec4f6992f0a1a73dcb5ed5ac48b.jpg","",0.809,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image does not appear to be flooded. The water on the road is likely due to recent rainfall, as evidenced by the wet surfaces and the presence of puddles.",0,0,"2024-07-13T04:06:05.104335Z"
21781,"1","Drivable road","2024-07-13T03:32:07.021603Z",767,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_7f20599763ef2e179fd0b28d9cbb8809.jpg","",0.866,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image does not appear to be flooded. The road surface is dry, and there are no visible signs of water accumulation on the road or the surrounding areas.",0,0,"2024-07-13T03:32:07.021626Z"
22297,"1","Drivable road","2024-07-13T03:50:21.992716Z",768,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_265366dd14cde2bff5f7d65b71c315d4.jpg","",1.493,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the road, which is evident from the depth of the water reaching the wheels of the vehicles and the fact that the water level is high enough to cover the lower parts of the tow truck's tires.","Yes, the street in the image appears to be flooded, as evidenced by the water covering the road surface and the presence of a tow truck and a school bus navigating through the water.",1,1,"2024-07-13T03:50:21.992736Z"
22109,"1","Flooded road","2024-07-13T03:42:45.385135Z",769,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_349c0f4538787306a6b07d3bbd8e41c1.jpg","",0.749,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the road, indicating severe flooding conditions.","Yes, the street is flooded.",1,1,"2024-07-13T03:42:45.385155Z"
22435,"1","Flooded road","2024-07-13T03:55:37.315959Z",770,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_3bc98b1e4c446eecc56894aaf9bb9b8a.jpg","",3.694,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the street, indicating significant flooding.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the presence of puddles and standing water.",1,1,"2024-07-13T03:55:37.315979Z"
21595,"1","Drivable road","2024-07-13T03:23:24.588601Z",771,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_87c4cf33cb96fc4ae018420dea403ca8.jpg","",1.034,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image does not appear to be flooded. The water on the road is likely due to recent rainfall, as evidenced by the wet surfaces and the presence of puddles.",0,0,"2024-07-13T03:23:24.588622Z"
22686,"1","Drivable road","2024-07-13T04:06:03.411054Z",772,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_32fd338c94b9aaaa994e473836bf13d5.jpg","",0.8,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image is not flooded. The water on the road appears to be a result of recent rainfall, and there are no signs of standing water that would indicate flooding.",0,0,"2024-07-13T04:06:03.411075Z"
22637,"1","Drivable road","2024-07-13T04:03:35.367431Z",773,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_a95b7635f13362383ae72d5cbcf69f66.jpg","",0.913,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the road, indicating a significant flooding event.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the vehicles driving through it.",1,1,"2024-07-13T04:03:35.367452Z"
21510,"1","Flooded road","2024-07-13T03:20:12.234086Z",774,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_20a81eed6aca60d9a0253d904d0f4786.jpg","",0.987,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water covering the roadway, indicating a significant flooding event.","Yes, the street in the image is flooded, with water reaching the wheels of the cars and submerging the lower parts of the vehicles.",1,1,"2024-07-13T03:20:12.234113Z"
22239,"1","Drivable road","2024-07-13T03:47:51.720637Z",775,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_c12d29fcea87234ce59055815d7e3a29.jpg","",0.807,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the presence of a stop sign partially submerged.",1,1,"2024-07-13T03:47:51.720659Z"
21557,"1","Flooded road","2024-07-13T03:21:49.523421Z",776,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_585391f8080213f63b2a9a2135a19ec6.jpg","",1.149,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water covering the road, which is evident from the submerged vehicles and the depth of the water reaching the wheels of the cars.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the vehicles partially submerged.",1,1,"2024-07-13T03:21:49.523441Z"
21952,"1","Drivable road","2024-07-13T03:38:09.499164Z",777,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_311c947f35d4d99511dd6a67f84da0dc.jpg","",0.851,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image does not appear to be flooded. The road surface is visible and dry, with no signs of water accumulation that would indicate flooding.",0,0,"2024-07-13T03:38:09.499183Z"
22175,"1","Drivable road","2024-07-13T03:45:24.416310Z",778,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_82d7ad4a24a91dfd5e0cc604021e5e03.jpg","",12.929,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the road, which is a significant hazard for vehicles and pedestrians.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the presence of traffic cones and barriers, indicating that the area is likely closed to vehicular traffic.",1,1,"2024-07-13T03:45:24.416332Z"
22115,"1","Flooded road","2024-07-13T03:42:57.770557Z",779,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_37d99a2e13c51799b17da3d0da6dcba2.jpg","",0.843,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the splashes around the vehicle.",1,1,"2024-07-13T03:42:57.770579Z"
21538,"1","Drivable road","2024-07-13T03:21:16.531214Z",780,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_a92e66fb255b85862c60d43fcfe50787.jpg","",1.147,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the streets, indicating significant flooding.","Yes, the street appears to be flooded, as evidenced by the water covering the road and the reflections on the surface.",1,1,"2024-07-13T03:21:16.531234Z"
22588,"1","Drivable road","2024-07-13T04:01:28.754696Z",781,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_3438680b93461a55a79dc98ba0e9f371.jpg","",0.91,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","The street in the image does not appear to be flooded. The water on the road is likely due to recent rainfall, and there are no signs of standing water that would indicate flooding.",0,0,"2024-07-13T04:01:28.754716Z"
22290,"1","Drivable road","2024-07-13T03:50:08.307282Z",782,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_f2f387978c547788b553d8b890a68ba8.jpg","",0.841,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","The street in the image does not appear to be flooded. The water on the road is likely due to recent rainfall, as evidenced by the wet surfaces and the presence of puddles. There are no signs of standing water that would indicate flooding, such as submerged vehicles or debris lines.",0,0,"2024-07-13T03:50:08.307303Z"
22177,"1","Flooded road","2024-07-13T03:45:27.507005Z",783,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_49ebc9bb4b664111802f9b7d1b429099.jpg","",1.009,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the reflections on the surface.",1,1,"2024-07-13T03:45:27.507028Z"
22198,"1","Flooded road","2024-07-13T03:46:19.485047Z",784,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_c320833a3b89540ffa480c81226fbb05.jpg","",0.879,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the road, which is a significant hazard for vehicles and can lead to dangerous driving conditions.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the vehicles navigating through it.",1,1,"2024-07-13T03:46:19.485067Z"
21730,"1","Drivable road","2024-07-13T03:30:09.512701Z",785,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_b15ca5d4ab3055e674071040f686d292.jpg","",0.753,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the streets, indicating significant flooding.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the presence of traffic cones and barriers, indicating that the area is likely closed to vehicular traffic.",1,1,"2024-07-13T03:30:09.512723Z"
22521,"1","Drivable road","2024-07-13T03:58:55.891825Z",786,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_08da6e5957dd772747d5ced94d1d9683.jpg","",1.195,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the street, which is evident from the depth of the water reaching the wheels of the vehicles.","Yes, the street appears to be flooded, as evidenced by the water covering the road and the reflections on the surface.",1,1,"2024-07-13T03:58:55.891846Z"
22320,"1","Drivable road","2024-07-13T03:51:07.737057Z",787,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_3cf1c41fa298cdebd7960dbd9d77a810.jpg","",0.831,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image does not appear to be flooded. The road surface is dry, and there are no visible signs of water accumulation on the road or the surrounding areas.",0,0,"2024-07-13T03:51:07.737078Z"
22289,"1","Drivable road","2024-07-13T03:50:06.788739Z",788,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_49e4de2a241dba3c5a51b9bd37ffd9e9.jpg","",0.72,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","Yes, the street appears to be flooded, as evidenced by the water covering the road and the reflections on the surface.",0,1,"2024-07-13T03:50:06.788758Z"
21420,"1","Flooded road","2024-07-13T03:17:15.897413Z",789,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_47206f656f14152ac1373a6f55e105c4.jpg","",1.079,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows a significant amount of standing water on the road, which appears to be more than a foot deep, as evidenced by the submerged vehicles and the depth of the water reaching the wheels of the car in the foreground.","Yes, the street is flooded, as evidenced by the water covering the road and the visible waterline on the vehicles.",1,1,"2024-07-13T03:17:15.897435Z"
22033,"1","Drivable road","2024-07-13T03:40:24.789001Z",790,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_82a021ee465082df4c264d186082e04a.jpg","",1.019,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image does not appear to be flooded. The road surface is visible and dry, and there are no signs of water accumulation on the streets or sidewalks.",0,0,"2024-07-13T03:40:24.789021Z"
22227,"1","Drivable road","2024-07-13T03:47:24.317578Z",791,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_aa7f8f15c504da2c4ce89fd8c18ce27c.jpg","",1.009,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water covering the road and surrounding areas, indicating significant flooding.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the reflections on the surface.",1,1,"2024-07-13T03:47:24.317600Z"
21413,"1","Flooded road","2024-07-13T03:17:05.291670Z",792,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_1ade52d5927d92ae25b9377ab083201d.jpg","",1.031,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street is flooded, as evidenced by the water covering the road and the splashes of water visible around the vehicles.",1,1,"2024-07-13T03:17:05.291690Z"
22262,"1","Drivable road","2024-07-13T03:49:13.872829Z",793,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_78197545d62a632e758b683984f3ebcd.jpg","",0.861,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image is not flooded. The water droplets on the camera lens suggest recent rain, but the road surface appears dry and there are no signs of water accumulation on the pavement.",0,0,"2024-07-13T03:49:13.872850Z"
22606,"1","Flooded road","2024-07-13T04:02:15.348132Z",794,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_f959d0d93829a8f38b15a5caa0c8be0f.jpg","",0.918,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the vehicles navigating through it.",1,1,"2024-07-13T04:02:15.348151Z"
21279,"1","Flooded road","2024-07-13T03:07:17.944688Z",795,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_6584617b0fb1633063b3ab2c22f7068b.jpg","",0.942,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the presence of a person standing in the water, which suggests that the water level is higher than usual.",1,1,"2024-07-13T03:07:17.944710Z"
21765,"1","Drivable road","2024-07-13T03:31:24.899397Z",796,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_1c84d62a68cf2213a6cfdd6898cab7a9.jpg","",8.73,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the road, which is a significant hazard for drivers and can lead to dangerous driving conditions.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the visible reflections on the surface.",1,1,"2024-07-13T03:31:24.899418Z"
21656,"1","Flooded road","2024-07-13T03:27:24.893145Z",797,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_b31ae4f341ed17a34af2afe728c46c81.jpg","",1.199,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the roadway, which is causing significant traffic disruptions.","Yes, the street is flooded, as evidenced by the water level reaching the wheels of the cars and the presence of standing water on the road.",1,1,"2024-07-13T03:27:24.893165Z"
21327,"1","Drivable road","2024-07-13T03:12:54.072812Z",798,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_e027ed95f5572f8189a284e661742530.jpg","",1.723,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","Based on the image, there is no visible evidence of flooding on the street. The road appears to be dry, and there are no signs of water accumulation on the pavement or the sides of the road. The presence of raindrops on the windshield suggests that it is raining, but the road itself does not show any signs of being submerged or flooded.",0,0,"2024-07-13T03:12:54.072835Z"
22332,"1","Drivable road","2024-07-13T03:52:03.458423Z",799,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_d406f5ba9ca003d19c6077d4a012f864.jpg","",2.625,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the reflections on the surface.",1,1,"2024-07-13T03:52:03.458443Z"
21338,"1","Drivable road","2024-07-13T03:13:16.053875Z",800,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_5b19ead07a53571f5793bb47bf912d58.jpg","",2.456,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the street, indicating significant flooding.","Yes, the street appears to be flooded, as evidenced by the water level reaching the wheels of the vehicles and the presence of puddles and wet surfaces.",1,1,"2024-07-13T03:13:16.053896Z"
22132,"1","Flooded road","2024-07-13T03:43:26.152630Z",801,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_7f1854571d3896f61d5bb6b3d3aaeae8.jpg","",1.282,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water covering the street, indicating significant flooding.","Yes, the street in the image is flooded, with water covering the road and reaching the wheels of the cars.",1,1,"2024-07-13T03:43:26.152651Z"
22483,"1","Drivable road","2024-07-13T03:57:21.987023Z",802,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_13fcc49e4412d580c1dc678b93f88dff.jpg","",0.813,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image does not appear to be flooded. The road surface is dry, and there are no visible signs of water accumulation on the pavement.",0,0,"2024-07-13T03:57:21.987043Z"
21269,"1","Drivable road","2024-07-13T03:06:54.935161Z",803,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_a238de1dde063ee6f1e3a9c96eb073b4.jpg","",2.761,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the road, which is evident from the depth of the water reaching the wheels of the cars and the submerged traffic cones.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the presence of traffic cones and barriers indicating a closed-off area.",1,1,"2024-07-13T03:06:54.935182Z"
22402,"1","Flooded road","2024-07-13T03:54:22.539843Z",804,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_4397315d330051d697b74bc9e30d5d6e.jpg","",0.87,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the visible waterline on the side of the road.",1,1,"2024-07-13T03:54:22.539866Z"
22168,"1","Flooded road","2024-07-13T03:45:00.296961Z",805,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_1da687a13df8ee8c09d511fd6026eb99.jpg","",1.903,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the road, which is a significant hazard for vehicles and can lead to dangerous driving conditions.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the reflections on the surface.",1,1,"2024-07-13T03:45:00.296982Z"
21913,"1","Drivable road","2024-07-13T03:36:41.439879Z",806,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_19f72e16d63d5f7ed966e168a31f6cbf.jpg","",0.908,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","Yes, the street appears to be flooded, as evidenced by the water covering the road surface and the reflections on the wet pavement.",0,1,"2024-07-13T03:36:41.439900Z"
21697,"1","Flooded road","2024-07-13T03:28:39.203650Z",807,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_db042e1ad3f5c93787594a1bc92ed74b.jpg","",1.045,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the road, which is causing significant disruption to traffic flow.","Yes, the street is flooded, as evidenced by the water covering the road and the vehicles' tires being submerged.",1,1,"2024-07-13T03:28:39.203671Z"
21361,"1","Flooded road","2024-07-13T03:15:16.123584Z",808,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_938b9d9cbf5d6387724d78782fb91bd0.jpg","",5.077,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water covering the street, which is a significant depth that can pose significant risks to vehicles and pedestrians.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the reflections on the surface.",1,1,"2024-07-13T03:15:16.123606Z"
22134,"1","Drivable road","2024-07-13T03:43:33.081216Z",809,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_714bfff75e41d810183dfc52ada24e79.jpg","",3.289,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image does not appear to be flooded. The road surface is dry, and there are no visible signs of water accumulation on the pavement.",0,0,"2024-07-13T03:43:33.081235Z"
22158,"1","Drivable road","2024-07-13T03:44:30.833501Z",810,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_a55ae43749c6028a246bd49782a3e1e9.jpg","",2.62,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street is not flooded. The water on the road appears to be a result of recent rainfall, and the vehicles are driving on a dry surface.",0,0,"2024-07-13T03:44:30.833524Z"
22699,"1","Drivable road","2024-07-13T04:06:30.368374Z",811,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_7692a134a832d78f424e1fe899eea8c2.jpg","",0.864,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image does not appear to be flooded. The road surface is dry, and there are no visible signs of water accumulation on the streets or sidewalks.",0,0,"2024-07-13T04:06:30.368394Z"
21539,"1","Drivable road","2024-07-13T03:21:17.659838Z",812,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_9d119510aab92e84b13afa74213c273d.jpg","",0.71,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image is not flooded. The water on the road appears to be a result of recent rainfall, and there are no signs of standing water that would indicate flooding.",0,0,"2024-07-13T03:21:17.659859Z"
22565,"1","Drivable road","2024-07-13T04:00:32.949619Z",813,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_98f4d9c44f3e6f87ac5eeda31cfa5be2.jpg","",1.969,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","Yes, the street appears to be flooded, as evidenced by the water level reaching the tires of the vehicles and the wet conditions of the road surface.",0,1,"2024-07-13T04:00:32.949639Z"
21509,"1","Drivable road","2024-07-13T03:20:10.760728Z",814,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_b36309ac593c4f9b152290ae60194df8.jpg","",0.981,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image does not appear to be flooded. The road surface is visible and dry, and there are no signs of water accumulation on the streets or sidewalks.",0,0,"2024-07-13T03:20:10.760750Z"
21752,"1","Flooded road","2024-07-13T03:30:56.760457Z",815,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_fca6ca0c087082bbbc1da11aab257ae2.jpg","",5.8,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water covering the street, which is a significant depth for flooding.","Yes, the street in the image is flooded, with water covering the road and reaching the base of the vehicles.",1,1,"2024-07-13T03:30:56.760477Z"
22374,"1","Flooded road","2024-07-13T03:53:27.845871Z",816,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_2ac217eadb24c85927e47ef43f88e6c1.jpg","",0.755,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the roadway, which is causing significant disruption to traffic flow.","Yes, the street is flooded, as evidenced by the water covering the road and the vehicles' tires being submerged.",1,1,"2024-07-13T03:53:27.845891Z"
