,image_path,q1,q2,response_1,response_2,Unnamed: 0.1,sentiment_1,sentiment_2,frame_id,,frame_url,camera_heading,captured_at,timezone_offset,h3_index_res12,thumbnail_url,direction,frame_quality,frame_context,gps_info.longitude,gps_info.latitude,osm_info.osm_node_id_from,osm_info.osm_node_id_to,osm_info.road_type,h3_12,h3_index_res06,geometry,choice,pred,tp,fp,tn,fn
503976,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_031b4c0773363a65dfb332f59a7666df.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, which is causing significant disruption to the traffic flow.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the vehicles driving through it.",,1,1,nlbx_031b4c0773363a65dfb332f59a7666df,28099,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/e5f9a/fod_62ECCD01-4E5E-4820-9775-76A6D15C090D.jpg,71.19151306152344,1696014638162,-14400,631243919476139519,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/e5f9a/fod_62ECCD01-4E5E-4820-9775-76A6D15C090D.jpg,EAST,0.7951399683952332,DAYLIGHT,-73.872844,40.856168,9918201325,42720445,PRIMARY,6.312439194761395e+17,604222321795792895,POINT (1019425.3020519983 251228.34361109708),1.0,1.0,1.0,0.0,0.0,0.0
506732,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_eae917a537b77fe9973b3b82f9ef2368.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the street, indicating significant flooding.","Yes, the street is flooded, as evidenced by the water covering the road and the vehicles partially submerged.",,1,1,nlbx_eae917a537b77fe9973b3b82f9ef2368,20228,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/1fd2d/fod_DBB78A4F-779D-4504-B349-D61F0B35F7C7.jpg,335.52252197265625,1696009840020,-14400,631243923138301439,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/1fd2d/fod_DBB78A4F-779D-4504-B349-D61F0B35F7C7.jpg,NORTH_WEST,0.7272570133209229,DAYLIGHT,-73.791512,40.713223,42807688,7509935187,RESIDENTIAL,6.312439231383014e+17,604222325419671551,POINT (1042048.2646569909 199191.9361355581),1.0,1.0,1.0,0.0,0.0,0.0
507017,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_7ddc7226cd3c33ddb7d1643964ec5c89.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, which poses significant risks to vehicles and drivers.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the visible puddles.",,1,1,nlbx_7ddc7226cd3c33ddb7d1643964ec5c89,33043,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/8175f/fod_6F71FDBB-EC60-447C-B071-CB8AC055DDE9.jpg,190.75289916992188,1696022574185,-14400,631243922733413375,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/8175f/fod_6F71FDBB-EC60-447C-B071-CB8AC055DDE9.jpg,SOUTH,0.6420474052429199,DAYLIGHT,-73.922042,40.733312,277386791,9194885972,MOTORWAY_LINK,6.312439227334134e+17,604222325017018367,POINT (1005855.4341991598 206451.75674759047),1.0,1.0,1.0,0.0,0.0,0.0
514031,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_b4d34d796db9187fc46444f9c110e1e0.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, which is evident from the depth of the water reaching the wheels of the vehicles.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the vehicles' tires being partially submerged.",,1,1,nlbx_b4d34d796db9187fc46444f9c110e1e0,42541,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/b2372/fod_1FCF222C-84D7-4EAF-B2CE-3F44B592D5EC.jpg,233.625,1695996710051,-14400,631243951186072063,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/b2372/fod_1FCF222C-84D7-4EAF-B2CE-3F44B592D5EC.jpg,SOUTH_WEST,0.743414044380188,DAYLIGHT,-73.970855,40.648435,42484747,6791367956,PRIMARY,6.31243951186072e+17,604222353471176703,POINT (992337.6026468178 175520.22812305862),1.0,1.0,1.0,0.0,0.0,0.0
515678,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_48ea372d46daa2b05d392d883b377289.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the roadway, which is a significant hazard for vehicles and can lead to dangerous driving conditions.","Yes, the street appears to be flooded, as evidenced by the water covering the road surface and the reflections of the vehicles' lights on the wet pavement.",,1,1,nlbx_48ea372d46daa2b05d392d883b377289,76429,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/26b85/fod_B092B867-A9EE-4BE4-80F2-329B7CC32844.jpg,33.5625,1695992091449,-14400,631243922651908607,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/26b85/fod_B092B867-A9EE-4BE4-80F2-329B7CC32844.jpg,NORTH_EAST,0.8413606882095337,DAYLIGHT,-73.970929,40.744815,9142507294,9142507295,MOTORWAY,6.312439226519086e+17,604222325017018367,POINT (992305.3561783796 210634.3722118793),1.0,1.0,1.0,0.0,0.0,0.0
516750,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_afbcf02393ad63dbe0d21218c171870b.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water covering the street, which is evident from the submerged vehicles and the depth of the water reaching the wheels of the cars.","Yes, the street in the image is flooded, with water reaching up to the wheels of the vehicles.",,1,1,nlbx_afbcf02393ad63dbe0d21218c171870b,7581,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/91be3/fod_DF232722-1C5D-419F-9E4C-1864957D867F.jpg,171.74627685546875,1695991774261,-14400,631243950346496511,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/91be3/fod_DF232722-1C5D-419F-9E4C-1864957D867F.jpg,SOUTH,0.8456429243087769,DAYLIGHT,-73.993864,40.573229,5467592700,7765274675,RESIDENTIAL,6.312439503464965e+17,604222352665870335,POINT (985954.6724047945 148119.36947681123),1.0,1.0,1.0,0.0,0.0,0.0
516881,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_40b8cda1fb3754b64f2777cc903c031e.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water covering the road, which is evident from the submerged vehicles and the depth of the water reaching the wheels of the cars.","Yes, the street in the image is flooded, with water covering the road and reaching the wheels of the vehicles.",,1,1,nlbx_40b8cda1fb3754b64f2777cc903c031e,44079,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/efbe6/fod_B6B70AD9-AB6A-48F4-BD60-E19B541FA4EB.jpg,15.59375,1696011254964,-14400,631243922416815103,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/efbe6/fod_B6B70AD9-AB6A-48F4-BD60-E19B541FA4EB.jpg,NORTH,0.7017887830734253,DAYLIGHT,-73.92037,40.72663,10087637225,42859995,SECONDARY,6.312439224168151e+17,604222324748582911,POINT (1006321.0332968142 204017.7107198428),1.0,1.0,1.0,0.0,0.0,0.0
517768,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_e64ac854a423ad37335a0681cca50aa7.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the reflections on the surface.",,1,1,nlbx_e64ac854a423ad37335a0681cca50aa7,6522,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/c849b/fod_4957F5D0-0AFB-4E71-AB7E-AEB3A3ACF9E4.jpg,31.315807342529297,1695997420367,-14400,631243950659618815,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/c849b/fod_4957F5D0-0AFB-4E71-AB7E-AEB3A3ACF9E4.jpg,NORTH_EAST,0.7983530759811401,DAYLIGHT,-74.017265,40.607427,598424389,4209548147,SECONDARY,6.312439506596188e+17,604222352934305791,POINT (979456.1202439868 160578.99272270917),1.0,1.0,1.0,0.0,0.0,0.0
531739,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_28cca102b42b86fda5735c3ba8cde07f.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the street, indicating significant flooding.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the reflections on the surface.",,1,1,nlbx_28cca102b42b86fda5735c3ba8cde07f,4604,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/ab0cf/fod_DB8B01D5-A327-426E-AE59-16F8A712F6B1.jpg,141.16090393066406,1695990371835,-14400,631243950896745471,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/ab0cf/fod_DB8B01D5-A327-426E-AE59-16F8A712F6B1.jpg,SOUTH_EAST,0.7143832445144653,DAYLIGHT,-73.93752,40.623238,42491849,10011744961,PRIMARY,6.312439508967455e+17,604222353202741247,POINT (1001594.4821395827 166345.12884312004),1.0,1.0,1.0,0.0,0.0,0.0
536614,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_ef05fed654b3ab188f31604084267aee.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the visible puddles.",,1,1,nlbx_ef05fed654b3ab188f31604084267aee,7009,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/7834c/fod_295E4589-E159-4C75-8474-F6EA48E9774A.jpg,198.12652587890625,1696020215570,-14400,631243950666706431,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/7834c/fod_295E4589-E159-4C75-8474-F6EA48E9774A.jpg,SOUTH,0.8361842036247253,DAYLIGHT,-74.074245,40.632599,5906395154,42990037,UNCLASSIFIED,6.312439506667064e+17,604222352934305791,POINT (963642.4838874346 169758.0660063511),1.0,1.0,1.0,0.0,0.0,0.0
537256,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_7c89c22bbe1f4c0871d411872a5874f3.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, which is causing significant traffic disruptions.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the vehicles' tires being submerged.",,1,1,nlbx_7c89c22bbe1f4c0871d411872a5874f3,29571,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/052c2/fod_9614D942-0139-46D5-A27A-152F71BC34D6.jpg,60.20499038696289,1696007824846,-14400,631243919476202495,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/052c2/fod_9614D942-0139-46D5-A27A-152F71BC34D6.jpg,NORTH_EAST,0.6510297656059265,DAYLIGHT,-73.872957,40.85611,471211099,42720445,MOTORWAY_LINK,6.312439194762025e+17,604222321795792895,POINT (1019394.0733490991 251207.16662411497),1.0,1.0,1.0,0.0,0.0,0.0
539462,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_496922ed4a2aec7ff7c1f56d79177cd6.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the presence of traffic cones indicating a hazardous condition.",,1,1,nlbx_496922ed4a2aec7ff7c1f56d79177cd6,18920,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/b805b/fod_AFB00A31-EBDA-49EE-9953-74DBF37F5C23.jpg,289.25341796875,1696001415359,-14400,631243922949855231,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/b805b/fod_AFB00A31-EBDA-49EE-9953-74DBF37F5C23.jpg,WEST,0.606892466545105,DAYLIGHT,-73.854746,40.760037,2467000018,7667300391,RESIDENTIAL,6.312439229498552e+17,604222325285453823,POINT (1024489.8708288831 216212.30987500242),1.0,1.0,1.0,0.0,0.0,0.0
540235,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_e634d9b274ba5b69168d2b64af65e69f.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, which is evident from the depth of the water reaching the wheels of the car and the significant splashes as the vehicle moves through it.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the splashes around the vehicles.",,1,1,nlbx_e634d9b274ba5b69168d2b64af65e69f,30441,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/b3384/fod_78C9D0B3-A247-4AC7-AE53-6D67C9905C95.jpg,81.38058471679688,1695992157321,-14400,631243949982524415,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/b3384/fod_78C9D0B3-A247-4AC7-AE53-6D67C9905C95.jpg,EAST,0.7497929334640503,DAYLIGHT,-73.993795,40.709538,7830788143,9907939579,PRIMARY,6.312439499825244e+17,604222352263217151,POINT (985970.2345356208 197780.55498103666),1.0,1.0,1.0,0.0,0.0,0.0
547581,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_002ff9a45ae99b082088c482460d49ee.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water covering the street, indicating a significant flooding event.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the reflections of the surrounding buildings on the wet surface.",,1,1,nlbx_002ff9a45ae99b082088c482460d49ee,3311,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/cbb23/fod_EC59FEA5-65BA-46C0-BE9F-97843E2FF9C2.jpg,158.25,1696011387511,-14400,631243951013751807,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/cbb23/fod_EC59FEA5-65BA-46C0-BE9F-97843E2FF9C2.jpg,SOUTH,0.7427493929862976,DAYLIGHT,-73.944294,40.584289,42480703,7967530537,RESIDENTIAL,6.312439510137518e+17,604222353336958975,POINT (999723.0626990885 152153.71109904084),1.0,1.0,1.0,0.0,0.0,0.0
548653,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_fefe86c8cad1909a7cf0bf04683be52f.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, which is a significant depth that can pose significant risks to vehicles and drivers.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the vehicles partially submerged.",,1,1,nlbx_fefe86c8cad1909a7cf0bf04683be52f,2230,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/99f0d/fod_550273A9-60B2-4E32-A6E2-A5CACC28DA72.jpg,214.30975341796875,1695998055702,-14400,631243921928525823,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/99f0d/fod_550273A9-60B2-4E32-A6E2-A5CACC28DA72.jpg,SOUTH_WEST,0.7455098628997803,DAYLIGHT,-73.902363,40.88012,7898998227,7898863851,MOTORWAY,6.312439219285258e+17,604222324211711999,POINT (1011249.6856640575 259944.47971262614),1.0,1.0,1.0,0.0,0.0,0.0
551007,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_fe65f8d9e20c9f509c14040f4f1f555f.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water covering the street, which is a significant depth that can pose significant risks to vehicles and pedestrians.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the reflections on the surface.",,1,1,nlbx_fe65f8d9e20c9f509c14040f4f1f555f,169,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/731ac/fod_C78AFCAC-98B0-4517-A447-CD70D897E1C3.jpg,355.6558837890625,1696020378142,-14400,631243934227127807,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/731ac/fod_C78AFCAC-98B0-4517-A447-CD70D897E1C3.jpg,NORTH,0.8364984393119812,DAYLIGHT,-73.800853,40.594589,42827690,42898391,RESIDENTIAL,6.312439342271278e+17,604222336559742975,POINT (1039556.9943288291 155964.32881544976),1.0,1.0,1.0,0.0,0.0,0.0
551139,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_0984f6fad69bd7ce88f052862a357ff0.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the street, indicating significant flooding.","Yes, the street is flooded, as evidenced by the water covering the road and the presence of traffic cones and barriers, indicating a response to the flooding.",,1,1,nlbx_0984f6fad69bd7ce88f052862a357ff0,58871,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/370fd/fod_77B54191-D566-43BA-9D6E-C8C42D1765DF.jpg,1.0400390625,1695993627394,-14400,631243922894010367,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/370fd/fod_77B54191-D566-43BA-9D6E-C8C42D1765DF.jpg,NORTH,0.863646924495697,DAYLIGHT,-73.947813,40.704322,5849457172,9983487199,RESIDENTIAL,6.312439228940104e+17,604222325151236095,POINT (998719.4962429436 195884.4786378264),1.0,1.0,1.0,0.0,0.0,0.0
552052,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_764e51889c1e2df5375f13fe0aa0bb23.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the presence of a yellow taxi navigating through the water.",,1,1,nlbx_764e51889c1e2df5375f13fe0aa0bb23,42461,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/2ed13/fod_5D86D53D-6287-489D-9330-A50A6CB1FAD7.jpg,308.8817138671875,1695992387241,-14400,631243923214403071,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/2ed13/fod_5D86D53D-6287-489D-9330-A50A6CB1FAD7.jpg,NORTH_WEST,0.7694097757339478,DAYLIGHT,-73.885389,40.773109,6517112875,9179273883,TERTIARY,6.312439232144031e+17,604222325553889279,POINT (1015994.5640822689 220962.25497183556),1.0,1.0,1.0,0.0,0.0,0.0
552093,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_611adf1430d17ecdd4ab3bdc75b5ed72.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street in the image is flooded, with water covering the road and reaching the wheels of the car.",,1,1,nlbx_611adf1430d17ecdd4ab3bdc75b5ed72,1901,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/f23c4/fod_CFAB8FB2-69B0-444E-9829-D5C3A831F976.jpg,213.1443777646032,1696011096582,-14400,631243944988115455,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/f23c4/fod_CFAB8FB2-69B0-444E-9829-D5C3A831F976.jpg,SOUTH_WEST,0.6177000999450684,DAYLIGHT,-74.192803,40.567891,446727814,446727853,RESIDENTIAL,6.312439449881155e+17,604222347297161215,POINT (930683.6400087446 146233.47114611714),1.0,1.0,1.0,0.0,0.0,0.0
557040,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_1775592f72239ca1648d101fdfcc9f0f.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, which is evident from the depth of the water reaching the wheels of the vehicles and the significant splashes as they move through it.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the presence of vehicles with their headlights on, indicating reduced visibility.",,1,1,nlbx_1775592f72239ca1648d101fdfcc9f0f,35902,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/2237b/fod_F8D7B885-6C91-4E7E-AAC2-FC1F5BCEFF0F.jpg,159.125,1695989809638,-14400,631243951172596223,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/2237b/fod_F8D7B885-6C91-4E7E-AAC2-FC1F5BCEFF0F.jpg,SOUTH,0.7458139657974243,DAYLIGHT,-73.996925,40.669207,5882645173,5882645172,MOTORWAY,6.312439511725962e+17,604222353471176703,POINT (985103.0103521214 183086.7150022606),1.0,1.0,1.0,0.0,0.0,0.0
558135,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_e876546f7d705d32794a7f6e77ab07bc.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, which is a significant hazard for vehicles and can lead to dangerous driving conditions.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the visible puddles.",,1,1,nlbx_e876546f7d705d32794a7f6e77ab07bc,39811,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/2714e/fod_93C597E7-65D1-4233-9F27-C01F940C0B09.jpg,181.875,1695995283686,-14400,631243922034056191,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/2714e/fod_93C597E7-65D1-4233-9F27-C01F940C0B09.jpg,SOUTH,0.6541717052459717,DAYLIGHT,-73.932172,40.811842,9903106225,2408979623,SECONDARY,6.312439220340562e+17,604222324345929727,POINT (1003025.8103438874 235060.47885317547),1.0,1.0,1.0,0.0,0.0,0.0
561770,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_e26cf4ff04386ddc90c6fe29813b3827.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, which is a significant hazard for vehicles and can lead to dangerous driving conditions.","Yes, the street is flooded.",,1,1,nlbx_e26cf4ff04386ddc90c6fe29813b3827,18240,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/44be9/fod_D96E7E30-9810-4F03-AB2B-A9FC1F59E05A.jpg,149.25259399414062,1695991236644,-14400,631243922972410879,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/44be9/fod_D96E7E30-9810-4F03-AB2B-A9FC1F59E05A.jpg,SOUTH_EAST,0.7640959024429321,DAYLIGHT,-73.84554,40.738013,6202706551,6202707103,MOTORWAY_LINK,6.312439229724109e+17,604222325285453823,POINT (1027054.3760405472 208192.63926620956),1.0,1.0,1.0,0.0,0.0,0.0
566290,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_a4b6bcf0ce507ec790aa2c9272509093.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the visible waterline on the side of the road.",,1,1,nlbx_a4b6bcf0ce507ec790aa2c9272509093,33089,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/275ff/fod_F9CEC38A-F889-474B-AEF3-4051E81DD0A5.jpg,185.5,1696017894865,-14400,631243922733413375,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/275ff/fod_F9CEC38A-F889-474B-AEF3-4051E81DD0A5.jpg,SOUTH,0.7720614671707153,DAYLIGHT,-73.922024,40.73338,9194885970,9194885971,MOTORWAY_LINK,6.312439227334134e+17,604222325017018367,POINT (1005860.400680527 206476.53575509868),1.0,1.0,1.0,0.0,0.0,0.0
569599,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_601ef1f6a6793e9d49955e9ec3635d94.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, which is evident from the depth of the water reaching the wheels of the cars and the fact that the water level is higher than the road's surface.","Yes, the street is flooded, as evidenced by the water covering the road and the vehicles navigating through it.",,1,1,nlbx_601ef1f6a6793e9d49955e9ec3635d94,11137,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/d3fd9/fod_185F80B7-C0BA-4F6C-9730-182F8438113A.jpg,328.5,1696006801468,-14400,631243920508503039,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/d3fd9/fod_185F80B7-C0BA-4F6C-9730-182F8438113A.jpg,NORTH_WEST,0.8271639347076416,DAYLIGHT,-73.74327,40.752647,462123693,462123695,MOTORWAY_LINK,6.31243920508503e+17,604222322869534719,POINT (1055380.0608200212 213590.81073841237),1.0,1.0,1.0,0.0,0.0,0.0
572667,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_1fac1c28e1c33301047d756c8b6dcae8.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street is flooded, as evidenced by the water covering the road and the reflections on the surface.",,1,1,nlbx_1fac1c28e1c33301047d756c8b6dcae8,22797,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/14148/fod_94B24D8E-01A6-4D6D-AA64-4ED9ED0A818F.jpg,174.0,1695993899560,-14400,631243951127096319,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/14148/fod_94B24D8E-01A6-4D6D-AA64-4ED9ED0A818F.jpg,SOUTH,0.7714852690696716,DAYLIGHT,-73.979586,40.637987,10236604867,10013758413,RESIDENTIAL,6.312439511270963e+17,604222353471176703,POINT (989915.6813158432 171713.03877594258),1.0,1.0,1.0,0.0,0.0,0.0
575315,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_17aca3d3249965a2e401d0a5d37ce5cc.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water, which is evident from the submerged vehicles and the depth of the water reaching the wheels of the trucks.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the presence of water droplets on the camera lens.",,1,1,nlbx_17aca3d3249965a2e401d0a5d37ce5cc,2374,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/9fdf3/fod_B3EFB68F-2CE1-4171-92DB-4437FAC990AA.jpg,357.2199246440463,1695997386726,-14400,631243922026309119,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/9fdf3/fod_B3EFB68F-2CE1-4171-92DB-4437FAC990AA.jpg,NORTH,0.8508055210113525,DAYLIGHT,-73.93092,40.816492,42724266,595790192,SECONDARY,6.312439220263091e+17,604222324345929727,POINT (1003371.0477208782 236754.90793699125),1.0,1.0,1.0,0.0,0.0,0.0
575569,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_2c4ce8cfffe396f6683e0f6a56ef2f83.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, which is a significant hazard for vehicles and can lead to dangerous driving conditions.","Yes, the street is flooded, as evidenced by the water level reaching the wheels of the vehicles and the presence of water on the road surface.",,1,1,nlbx_2c4ce8cfffe396f6683e0f6a56ef2f83,35447,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/3fb12/fod_F8003426-2D25-4E1E-A2E0-9E72F9FCB463.jpg,112.02418518066406,1695989848955,-14400,631243922524350975,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/3fb12/fod_F8003426-2D25-4E1E-A2E0-9E72F9FCB463.jpg,EAST,0.7107304334640503,DAYLIGHT,-73.852857,40.67161,8721915704,598644009,TRUNK,6.31243922524351e+17,604222324882800639,POINT (1025067.3305980872 183996.5508319021),1.0,1.0,1.0,0.0,0.0,0.0
